HA,W_R
-1.573,6.4088
-0.0774,5.1912
0.1501,5.006
0.1018,5.0453
0.8519,4.4347
-0.5676,5.5903
-1.1984,6.1038
-0.5298,5.5595
0.4044,4.799
1.6638,3.7737
2.5643,3.0406
0.3041,4.8806
3.0071,2.6801
-2.7146,7.3382
1.7776,3.6811
-0.2525,5.3338
0.4699,4.7457
-1.8547,6.6381
0.232,4.9393
-2.1554,6.8829
-2.5073,7.1694
-0.3054,5.3768
-0.9443,5.897
-2.4463,7.1197
-3.0388,7.6021
0.8116,4.4675
-1.5618,6.3997
-0.5298,5.5595
-3.0848,7.6395
-1.1008,6.0244
-1.3843,6.2552
2.222,3.3193
-0.0926,5.2036
2.4372,3.1441
0.1832,4.9791
2.6933,2.9356
2.5664,3.0389
-1.7241,6.5318
2.5995,3.0119
-1.6377,6.4615
-0.8517,5.8216
-1.5491,6.3893
2.6873,2.9405
2.2145,3.3254
0.9935,4.3194
-3.0882,7.6423
0.2829,4.8979
1.5358,3.8779
1.1144,4.221
2.9481,2.7281
0.231,4.9401
-0.7432,5.7332
2.198,3.3388
-3.044,7.6063
-2.8824,7.4748
2.7548,2.8855
-1.1672,6.0784
0.7936,4.4821
1.9157,3.5686
-0.3566,5.4185
-0.8588,5.8274
1.5371,3.8768
2.755,2.8854
-2.5234,7.1825
-0.0857,5.198
2.0054,3.4956
0.9368,4.3656
0.0555,5.083
2.0342,3.4722
0.7716,4.5
3.0741,2.6256
-1.4858,6.3378
-2.0654,6.8097
2.6951,2.9341
0.1878,4.9753
0.6615,4.5897
1.9288,3.558
-1.3787,6.2506
-0.628,5.6395
3.0967,2.6072
1.5577,3.8601
-1.5171,6.3633
-2.9056,7.4937
-1.1966,6.1024
2.6992,2.9308
-0.7808,5.7639
-1.8201,6.61
-2.8753,7.469
-2.5316,7.1892
-2.5852,7.2328
-2.6423,7.2793
-0.25,5.3317
2.7655,2.8768
1.8829,3.5953
2.9376,2.7367
-1.6507,6.472
-1.3884,6.2585
-2.7437,7.3619
-0.0251,5.1486
-0.0458,5.1655
1.7595,3.6958
-1.5393,6.3814
0.4046,4.7988
2.0873,3.4289
-2.3359,7.0299
-1.2059,6.1099
0.5833,4.6533
-2.6069,7.2505
3.041,2.6525
1.6496,3.7853
1.5116,3.8976
-0.9905,5.9346
0.2489,4.9256
-2.9575,7.5359
-0.7546,5.7425
1.2159,4.1383
-1.9584,6.7225
0.1918,4.9721
2.6119,3.0019
2.1825,3.3514
1.5647,3.8544
1.3739,4.0097
2.2776,3.274
0.9214,4.3781
0.6156,4.627
-1.2032,6.1077
-0.4163,5.4671
-0.7622,5.7487
0.0331,5.1013
0.9661,4.3417
0.3599,4.8352
0.5803,4.6558
2.1916,3.344
1.7686,3.6884
-2.7583,7.3737
1.6354,3.7968
1.5726,3.8479
1.6607,3.7762
-1.6173,6.4449
2.6,3.0115
-1.5353,6.3781
3.0471,2.6476
2.3032,3.2532
1.1583,4.1852
1.9466,3.5435
-1.2715,6.1633
-1.4129,6.2785
-2.1528,6.8808
-3.1102,7.6602
1.9028,3.5791
0.88,4.4118
-1.1486,6.0633
-1.6483,6.4701
0.3857,4.8142
2.2778,3.2738
-0.0305,5.153
1.5743,3.8466
0.9525,4.3528
3.0132,2.6752
2.2978,3.2576
-1.76,6.561
-2.6578,7.2919
2.3757,3.1941
2.0064,3.4948
-1.9679,6.7303
0.9867,4.3249
2.3929,3.1801
1.3638,4.0179
0.6281,4.6169
-1.12,6.04
1.2175,4.137
-2.7954,7.4039
2.1422,3.3842
2.1405,3.3856
-1.8775,6.6567
0.213,4.9548
-0.3274,5.3947
0.5253,4.7006
2.569,3.0368
2.149,3.3787
-3.0111,7.5795
-1.2632,6.1566
0.8372,4.4466
2.9377,2.7366
0.0212,5.1109
-0.282,5.3578
-0.2904,5.3646
2.5898,3.0198
-1.4242,6.2876
-1.2848,6.1742
-1.3716,6.2448
-0.8199,5.7957
-0.8033,5.7822
-1.5363,6.3789
-2.0045,6.7601
0.4621,4.752
-1.9342,6.7028
0.2649,4.9125
-2.31,7.0088
-1.3007,6.1871
1.0747,4.2533
-0.4848,5.5229
0.1229,5.0282
-1.5909,6.4234
0.5056,4.7166
-0.9092,5.8684
-0.6879,5.6882
-1.1808,6.0895
0.6511,4.5981
3.0516,2.6439
-1.7037,6.5152
-1.6067,6.4362
2.8453,2.8118
0.1781,4.9832
-1.2028,6.1074
2.9227,2.7488
-0.6923,5.6918
1.2234,4.1322
2.452,3.132
0.014,5.1168
-2.7398,7.3587
-0.0638,5.1801
2.0314,3.4744
2.9352,2.7387
-0.3501,5.4132
1.6721,3.7669
-1.6623,6.4815
2.2403,3.3044
-1.9575,6.7218
-1.1884,6.0957
1.6661,3.7718
1.1853,4.1632
0.4433,4.7673
-1.2992,6.1859
-2.4099,7.0901
1.9782,3.5177
1.1613,4.1828
-0.1761,5.2716
0.6612,4.5899
-2.4677,7.1372
1.8873,3.5917
-0.7418,5.7321
0.1681,4.9914
-1.5047,6.3532
-1.0925,6.0176
2.5278,3.0703
-1.171,6.0815
-0.7048,5.702
-2.3232,7.0195
2.3837,3.1876
2.688,2.9399
-1.9663,6.729
1.6346,3.7975
-0.594,5.6118
-3.0524,7.6132
-3.0162,7.5837
-2.7572,7.3728
1.1325,4.2062
0.7533,4.5149
1.6137,3.8145
0.525,4.7008
0.5882,4.6493
0.5721,4.6625
0.3474,4.8454
-0.9491,5.9009
-1.046,5.9798
-2.71,7.3344
-2.3344,7.0286
-0.5355,5.5642
-0.4607,5.5033
2.3554,3.2107
0.7773,4.4954
1.1677,4.1776
-2.455,7.1268
2.9039,2.7641
-1.8949,6.6708
2.5218,3.0752
-1.8937,6.6699
-0.3655,5.4258
-0.5456,5.5724
0.8541,4.4329
1.8805,3.5973
3.1267,2.5828
-2.4603,7.1311
-1.4678,6.3231
-0.5423,5.5697
1.4537,3.9447
0.9473,4.357
2.2843,3.2686
1.9287,3.558
2.8112,2.8396
2.5569,3.0466
-1.5557,6.3947
2.0869,3.4293
1.9336,3.5541
-0.9994,5.9418
-2.7009,7.327
2.9648,2.7146
0.1035,5.0439
2.4785,3.1105
-1.7617,6.5624
-2.4278,7.1047
-2.5239,7.1829
-2.0001,6.7565
1.1755,4.1712
-0.8922,5.8545
2.4102,3.1661
-1.3555,6.2317
0.0642,5.0759
-1.0624,5.9931
1.6682,3.7701
-3.1295,7.6759
1.4759,3.9267
1.9367,3.5515
-0.8954,5.8572
0.3218,4.8662
-0.9805,5.9264
0.4594,4.7542
2.467,3.1198
-2.8869,7.4784
1.5296,3.883
-1.1962,6.102
1.7996,3.6631
-2.4445,7.1183
0.6948,4.5626
-1.1581,6.071
2.0445,3.4638
-1.7881,6.5839
-2.4625,7.1329
1.0086,4.3071
0.8593,4.4286
-2.303,7.0031
-1.6533,6.4742
-0.0903,5.2017
-1.4219,6.2858
0.7004,4.558
-3.1025,7.654
-2.6147,7.2568
1.5643,3.8547
1.3462,4.0323
-1.4115,6.2773
-0.0013,5.1293
-1.9752,6.7362
2.9907,2.6935
-2.0744,6.817
-0.3485,5.4119
0.2362,4.9359
1.0488,4.2744
-2.3809,7.0665
0.375,4.8229
-1.1433,6.059
-1.8586,6.6413
2.8767,2.7863
2.5758,3.0312
-0.4508,5.4952
0.4619,4.7522
-2.0967,6.8351
-0.1996,5.2907
0.4251,4.7821
-2.6407,7.278
1.9183,3.5665
-1.788,6.5838
2.3495,3.2155
-1.329,6.2101
-2.0721,6.8151
-1.0399,5.9748
0.8907,4.4031
-0.8693,5.8359
2.2017,3.3358
-0.6542,5.6608
2.6174,2.9974
2.1895,3.3457
-1.8184,6.6086
1.2475,4.1126
2.5302,3.0684
1.8621,3.6123
-1.1442,6.0597
-0.9151,5.8732
0.3394,4.8519
-2.2176,6.9336
1.593,3.8313
1.8004,3.6625
2.2669,3.2827
0.7046,4.5546
-0.1069,5.2152
-0.6697,5.6734
1.111,4.2237
-0.7099,5.7061
2.2469,3.299
-1.0327,5.9689
0.1034,5.044
-2.0933,6.8324
-2.1886,6.91
2.9179,2.7527
-0.6858,5.6865
-0.9512,5.9026
-2.2332,6.9463
-2.6803,7.3102
0.7509,4.5169
0.5847,4.6522
0.3554,4.8389
-2.6107,7.2536
-0.9303,5.8856
-0.3974,5.4517
2.4351,3.1458
2.9981,2.6874
-3.0868,7.6412
-3.0604,7.6197
1.0104,4.3056
1.7247,3.7241
2.7273,2.9079
-2.6875,7.3161
0.2157,4.9526
-1.3836,6.2546
2.8146,2.8368
-2.1405,6.8708
-1.5622,6.4
1.5547,3.8625
2.5525,3.0502
-0.8148,5.7915
-0.4262,5.4752
-0.7158,5.7109
2.489,3.1019
2.1465,3.3807
1.682,3.7589
0.2065,4.9601
1.861,3.6132
2.5648,3.0402
-3.0417,7.6045
0.8481,4.4378
1.3789,4.0056
2.7624,2.8793
2.0828,3.4326
1.6014,3.8245
2.444,3.1385
-2.1974,6.9171
-1.3122,6.1965
-0.1315,5.2353
-2.823,7.4264
-0.9684,5.9166
1.0934,4.2381
1.1983,4.1527
0.5058,4.7164
-2.801,7.4085
0.4736,4.7426
-1.0051,5.9465
0.23,4.941
-2.5034,7.1662
0.5239,4.7017
-0.0895,5.2011
-0.815,5.7917
0.527,4.6992
-3.0825,7.6377
0.6801,4.5745
0.7381,4.5273
0.2437,4.9298
-1.5206,6.3661
-3.0117,7.58
1.8457,3.6256
1.7738,3.6842
-0.5513,5.577
2.9941,2.6907
-0.5224,5.5535
-1.909,6.6823
0.4521,4.7601
-0.1556,5.2549
1.3636,4.0181
-2.6792,7.3093
2.0302,3.4754
0.5339,4.6936
1.3888,3.9976
1.8047,3.659
1.5169,3.8933
-2.6633,7.2964
-2.1919,6.9126
-1.9719,6.7335
0.098,5.0484
-0.5667,5.5896
2.2061,3.3322
1.0304,4.2894
2.6041,3.0082
3.1184,2.5895
0.3749,4.823
-0.9253,5.8815
0.5819,4.6545
-0.8185,5.7945
1.9314,3.5558
2.247,3.2989
-2.239,6.951
0.1107,5.0381
-1.6273,6.453
-2.1858,6.9077
-0.0783,5.1919
-0.752,5.7404
-2.8303,7.4324
-1.113,6.0343
2.1488,3.3789
1.9114,3.5721
-0.5588,5.5831
-3.0123,7.5805
1.4223,3.9703
1.4844,3.9198
-0.7646,5.7507
3.0858,2.616
1.7747,3.6834
-2.5716,7.2218
-0.6143,5.6283
2.8035,2.8459
1.619,3.8102
-2.0921,6.8314
1.3255,4.0491
-3.1342,7.6798
0.0071,5.1224
1.0472,4.2757
0.0206,5.1114
-3.0909,7.6445
2.5892,3.0203
-2.8461,7.4452
2.9019,2.7658
2.4432,3.1392
-2.0641,6.8086
0.9466,4.3576
-1.3011,6.1874
-0.9917,5.9356
-1.0092,5.9498
-2.6493,7.285
-1.9479,6.714
2.7747,2.8693
2.4064,3.1691
2.617,2.9977
1.1004,4.2324
-1.706,6.5171
3.0955,2.6082
2.6558,2.9661
-3.0866,7.641
-1.2699,6.162
-1.6904,6.5044
0.7347,4.5301
-1.5712,6.4073
-1.3278,6.2092
0.4341,4.7748
0.1094,5.0391
3.0826,2.6187
1.5029,3.9047
1.7639,3.6922
2.8358,2.8196
-2.1408,6.871
-0.1761,5.2716
-1.9679,6.7303
2.0628,3.4489
1.2745,4.0906
-2.6671,7.2995
2.3889,3.1834
-2.3893,7.0733
-2.4946,7.1591
2.2775,3.2741
0.8663,4.4229
-1.3058,6.1913
0.2503,4.9244
-2.0957,6.8343
-0.0639,5.1802
-0.1581,5.2569
0.1547,5.0023
-0.1925,5.2849
-0.3164,5.3858
-0.3811,5.4385
-0.7854,5.7676
1.8929,3.5872
-1.1735,6.0836
-1.3443,6.2226
2.4571,3.1279
1.6705,3.7682
2.0164,3.4866
0.1636,4.995
1.6778,3.7623
-2.7335,7.3536
-0.346,5.4099
-1.3143,6.1982
0.2821,4.8985
1.9594,3.5331
2.7217,2.9125
-0.4767,5.5163
-2.1877,6.9092
2.8413,2.8151
2.8506,2.8075
-2.2562,6.965
-0.996,5.9391
-1.402,6.2696
1.3048,4.066
0.3951,4.8066
-2.634,7.2726
1.8535,3.6193
2.4416,3.1405
-2.9202,7.5055
0.666,4.586
2.5882,3.0211
1.8513,3.6211
0.6657,4.5863
2.8062,2.8437
-0.2071,5.2968
2.8769,2.7861
-0.0815,5.1946
-1.1483,6.063
1.0887,4.2419
0.2546,4.9209
-0.0493,5.1683
-2.172,6.8964
-1.0041,5.9456
-1.1049,6.0277
-3.1383,7.6831
-3.055,7.6153
-2.0771,6.8192
-0.9424,5.8954
1.391,3.9958
2.9691,2.7111
2.2943,3.2604
-1.536,6.3787
2.4069,3.1687
-2.6289,7.2684
-1.8092,6.6011
-1.8669,6.6481
0.5551,4.6763
1.4243,3.9687
-1.8114,6.6029
-2.9316,7.5148
2.3558,3.2103
1.063,4.2628
-1.3159,6.1995
0.0641,5.076
-2.0254,6.7771
1.8028,3.6605
-2.8532,7.451
-0.0395,5.1604
-0.4188,5.4692
-2.112,6.8476
-1.7214,6.5296
-2.7479,7.3653
1.2809,4.0854
1.5562,3.8613
-0.3979,5.4521
2.4327,3.1477
2.7564,2.8842
1.5999,3.8257
2.8982,2.7688
2.4879,3.1028
-1.9513,6.7168
-3.0567,7.6167
-1.6251,6.4512
-2.9666,7.5433
2.4887,3.1021
2.925,2.747
-0.6099,5.6247
0.3266,4.8623
2.6247,2.9914
0.8871,4.406
-0.217,5.3049
-2.6393,7.2769
-2.5814,7.2297
-0.4134,5.4648
-2.5466,7.2014
1.3079,4.0634
1.8796,3.598
-2.4615,7.1321
-0.8462,5.8171
-2.5181,7.1782
2.5522,3.0505
-0.0354,5.157
-2.9723,7.548
-3.0998,7.6518
-2.6205,7.2616
0.4217,4.7849
-3.0445,7.6067
1.5445,3.8708
0.7226,4.5399
0.0711,5.0703
1.7394,3.7122
-0.0658,5.1818
1.1759,4.1709
0.5537,4.6774
-2.8627,7.4587
0.158,4.9996
-1.4319,6.2939
-1.4405,6.3009
-0.6194,5.6325
-2.4849,7.1512
1.7448,3.7078
1.6404,3.7928
2.7025,2.9281
1.1062,4.2276
-1.4637,6.3198
1.7394,3.7122
0.8482,4.4377
0.0818,5.0616
3.1243,2.5847
-2.1255,6.8586
-1.3635,6.2382
-2.3771,7.0634
3.0329,2.6591
-0.9533,5.9043
-1.4025,6.27
0.9416,4.3616
-0.0248,5.1484
2.558,3.0457
-1.0827,6.0096
2.3741,3.1954
2.5064,3.0877
0.8757,4.4153
-1.4124,6.278
-2.4177,7.0965
3.1258,2.5835
2.0673,3.4452
1.7796,3.6794
2.3412,3.2222
1.624,3.8061
-0.3742,5.4328
-0.8028,5.7818
-1.9736,6.7349
-2.9408,7.5223
1.0601,4.2652
-0.8731,5.839
1.2052,4.147
0.9061,4.3905
-0.4569,5.5002
0.9389,4.3638
1.4463,3.9508
0.744,4.5225
-1.8282,6.6165
-1.0098,5.9503
2.6402,2.9788
2.6215,2.994
-1.5267,6.3711
2.378,3.1923
-2.0429,6.7913
-0.3095,5.3802
1.9525,3.5387
-2.0945,6.8333
-1.2537,6.1488
2.1853,3.3491
1.6707,3.7681
2.91,2.7592
-2.0515,6.7983
-2.586,7.2335
-1.4461,6.3055
-1.257,6.1515
-1.9235,6.6941
2.0087,3.4929
-1.699,6.5114
-3.0378,7.6013
-1.2814,6.1714
-0.7341,5.7258
-0.4114,5.4631
-0.4698,5.5107
0.3231,4.8652
-0.683,5.6842
-2.9154,7.5016
-0.0865,5.1986
-1.6601,6.4797
2.3403,3.223
3.0431,2.6508
-0.7389,5.7297
-1.7227,6.5307
-1.2033,6.1078
-2.7989,7.4068
1.0169,4.3003
2.9334,2.7401
2.1928,3.343
-0.5498,5.5758
-2.4007,7.0826
-0.7371,5.7283
-1.2277,6.1277
-3.0073,7.5765
-1.5414,6.3831
-0.556,5.5808
2.186,3.3486
-0.6372,5.647
-2.0547,6.8009
2.8655,2.7954
1.0204,4.2975
-0.5524,5.5779
1.2446,4.115
-2.4429,7.117
1.7634,3.6926
-0.6943,5.6934
-0.9197,5.8769
0.818,4.4623
-0.5763,5.5974
-1.6694,6.4873
2.7181,2.9154
2.598,3.0132
-2.4942,7.1587
-1.3764,6.2487
-2.8654,7.4609
-2.9761,7.5511
2.3764,3.1936
2.5951,3.0155
-1.2379,6.136
2.8749,2.7877
-1.6969,6.5097
-0.6889,5.689
-2.0032,6.759
0.3244,4.8641
2.4891,3.1018
-1.7471,6.5505
-2.851,7.4492
-1.2096,6.1129
-1.272,6.1637
-1.8082,6.6003
-2.971,7.5469
-0.0082,5.1349
0.8172,4.4629
-2.7066,7.3317
-2.3162,7.0138
3.0288,2.6625
-0.8633,5.831
-0.9433,5.8961
-0.7952,5.7756
3.1093,2.5969
-2.3081,7.0072
-1.3122,6.1965
-0.5842,5.6038
-1.1758,6.0854
-2.7445,7.3625
-0.0503,5.1692
2.4858,3.1045
1.7327,3.7176
1.3733,4.0102
1.8137,3.6517
1.2597,4.1027
-0.2955,5.3688
-0.2936,5.3672
-2.0809,6.8223
-2.118,6.8525
-1.8545,6.638
-1.9723,6.7339
2.1539,3.3747
0.9794,4.3309
1.1947,4.1556
3.1382,2.5734
-2.3776,7.0638
-1.9968,6.7538
-1.3658,6.2401
1.562,3.8566
1.8461,3.6253
2.1745,3.3579
-3.1248,7.6721
-2.3399,7.0331
-1.436,6.2973
2.8798,2.7838
-0.2525,5.3338
-0.0777,5.1915
-2.1826,6.9051
1.4749,3.9275
-1.1247,6.0438
-0.6702,5.6738
-2.799,7.4069
2.7373,2.8998
1.2344,4.1233
1.7906,3.6705
1.1541,4.1886
2.2786,3.2732
-1.7237,6.5315
-2.9991,7.5698
-1.9926,6.7504
-1.0603,5.9914
-2.2371,6.9494
2.8989,2.7682
-0.162,5.2601
1.7546,3.6998
-2.4236,7.1013
1.8955,3.5851
0.377,4.8213
-2.6869,7.3156
-2.3816,7.0671
-2.276,6.9811
-2.982,7.5559
-2.851,7.4492
0.03,5.1038
0.6526,4.5969
-0.5348,5.5636
-1.2391,6.137
2.4932,3.0985
-1.5357,6.3784
0.2085,4.9585
-0.0425,5.1628
1.6986,3.7454
3.0804,2.6204
-1.9669,6.7295
-2.7075,7.3324
1.9071,3.5756
1.8738,3.6027
1.8024,3.6609
-0.9967,5.9396
0.4205,4.7859
-0.6662,5.6706
0.1473,5.0083
-0.5127,5.5456
2.9652,2.7142
-2.8368,7.4377
-1.9825,6.7422
-0.525,5.5556
0.8339,4.4493
-0.1898,5.2827
-0.8657,5.833
-1.1546,6.0682
1.2915,4.0768
1.1731,4.1732
2.7324,2.9038
0.9944,4.3187
-1.3069,6.1922
-1.0895,6.0152
-2.7471,7.3646
-0.2006,5.2915
-2.7814,7.3926
-1.0521,5.9847
1.9189,3.566
-0.6931,5.6925
-2.8775,7.4708
0.6175,4.6255
2.601,3.0107
0.579,4.6568
1.8223,3.6447
-2.5001,7.1635
-3.0222,7.5886
-0.2756,5.3526
-2.994,7.5656
0.138,5.0159
-1.0394,5.9744
0.8359,4.4477
0.2914,4.891
1.4451,3.9517
-1.8924,6.6688
-2.9852,7.5585
1.3753,4.0086
0.3391,4.8521
0.3953,4.8064
2.5565,3.047
-0.5653,5.5884
2.0217,3.4823
-2.7936,7.4025
-2.5489,7.2033
-1.1001,6.0238
-0.9772,5.9237
2.9105,2.7588
2.7826,2.8629
2.8716,2.7904
0.3209,4.867
-1.0808,6.0081
1.1956,4.1549
1.7789,3.68
1.5567,3.8609
-2.9882,7.5609
-2.7246,7.3463
-0.8367,5.8094
-0.3632,5.4239
-1.9254,6.6957
3.0998,2.6047
2.2636,3.2854
-1.0786,6.0063
0.7852,4.489
0.1304,5.022
-3.0757,7.6321
2.7182,2.9153
1.2218,4.1335
-2.8927,7.4832
-0.3964,5.4509
-1.4806,6.3336
-3.0524,7.6132
-1.0364,5.9719
-0.6764,5.6789
2.7154,2.9176
2.4612,3.1245
0.0185,5.1131
-0.2795,5.3557
0.7242,4.5386
-2.4151,7.0943
0.2388,4.9338
-2.1742,6.8982
-2.444,7.1179
0.1571,5.0003
2.6627,2.9605
0.41,4.7944
-1.423,6.2867
-2.6807,7.3106
-0.7112,5.7072
2.4721,3.1157
-0.7085,5.705
1.4352,3.9598
-2.767,7.3808
-2.7653,7.3794
-0.2456,5.3281
1.5734,3.8473
1.0366,4.2843
1.8991,3.5821
-0.3416,5.4063
-0.1896,5.2826
-0.606,5.6216
-1.9546,6.7194
2.5878,3.0215
2.3388,3.2242
-0.3521,5.4149
0.188,4.9752
-0.8535,5.823
1.6601,3.7767
-1.1277,6.0463
-0.0995,5.2092
1.9042,3.578
0.5026,4.719
2.4969,3.0955
1.8025,3.6608
-0.142,5.2438
-0.1512,5.2513
2.2041,3.3338
-1.0684,5.998
1.3452,4.0331
0.5928,4.6456
-2.0794,6.821
0.6163,4.6265
2.8827,2.7814
-0.2244,5.3109
-1.0977,6.0218
0.7123,4.5483
0.8752,4.4157
0.6402,4.607
2.7675,2.8752
-1.0639,5.9943
-0.8256,5.8003
-1.2438,6.1408
2.3506,3.2146
-2.2736,6.9791
-2.318,7.0153
-1.1821,6.0906
1.9606,3.5321
2.8347,2.8205
2.2057,3.3325
-1.5378,6.3801
1.9616,3.5313
0.9763,4.3334
2.3626,3.2048
2.4452,3.1376
1.6068,3.8201
2.7855,2.8605
-0.9723,5.9198
1.1318,4.2068
2.9059,2.7625
-2.8015,7.4089
-1.2247,6.1252
-2.5072,7.1693
-1.0199,5.9585
2.6131,3.0009
-2.7077,7.3326
1.9237,3.5621
3.0689,2.6298
0.1297,5.0226
1.8064,3.6576
1.311,4.0609
-2.8949,7.485
0.4646,4.75
2.9582,2.7199
-0.4098,5.4618
1.0371,4.2839
2.0744,3.4394
1.4198,3.9723
-2.7714,7.3844
0.4996,4.7215
0.2255,4.9446
-0.6843,5.6853
-2.432,7.1081
0.7208,4.5414
1.7739,3.6841
1.806,3.6579
2.0966,3.4214
0.6193,4.624
2.8685,2.793
1.6588,3.7778
-2.0759,6.8182
-0.3191,5.388
-1.8403,6.6264
0.9567,4.3494
-0.6777,5.6799
0.2411,4.9319
-1.4118,6.2776
0.2269,4.9435
-2.2617,6.9695
-2.3503,7.0416
3.0102,2.6776
1.5519,3.8648
-2.1321,6.864
2.5903,3.0194
2.4842,3.1058
0.4935,4.7264
2.2781,3.2736
-1.4973,6.3472
-1.5649,6.4022
3.0305,2.6611
-1.2815,6.1715
1.3852,4.0005
-2.0168,6.7701
0.0782,5.0645
-1.3779,6.25
1.1311,4.2074
-2.6089,7.2521
-1.9851,6.7443
0.3143,4.8723
1.7936,3.668
0.9688,4.3395
-0.2848,5.3601
1.8838,3.5946
0.753,4.5152
1.9543,3.5372
1.3197,4.0538
1.1637,4.1808
-0.4234,5.4729
-1.3338,6.2141
-1.4636,6.3197
2.2131,3.3265
-1.2477,6.144
1.588,3.8354
-3.0274,7.5928
-0.1135,5.2206
-1.6726,6.4899
0.546,4.6837
-0.7039,5.7013
-2.3092,7.0081
2.5416,3.0591
-0.3215,5.3899
-2.9576,7.536
0.7003,4.5581
0.0237,5.1089
-2.1287,6.8612
-0.0668,5.1826
-2.5951,7.2409
-0.1621,5.2602
1.7305,3.7194
1.4788,3.9243
-0.1193,5.2253
0.308,4.8775
-0.3681,5.4279
1.5622,3.8564
-1.1833,6.0915
-3.0495,7.6108
-0.3276,5.3949
-2.3183,7.0155
-0.3168,5.3861
0.8971,4.3979
-1.8959,6.6717
1.7905,3.6706
-0.6387,5.6482
-2.0284,6.7795
-2.9983,7.5691
1.9142,3.5698
2.8129,2.8382
-0.4506,5.495
-2.4823,7.1491
-2.2305,6.9441
-2.4713,7.1401
-2.7854,7.3958
-1.7722,6.571
-3.0207,7.5874
-3.0265,7.5921
-1.6118,6.4404
0.3061,4.879
-1.7694,6.5687
2.7788,2.866
1.1582,4.1853
1.5078,3.9007
-2.0312,6.7818
1.213,4.1407
-2.5379,7.1943
2.4581,3.1271
0.8786,4.4129
1.0395,4.2819
-1.149,6.0636
1.4163,3.9752
0.9397,4.3632
0.5579,4.674
2.0755,3.4385
0.2027,4.9632
-0.0119,5.1379
0.5986,4.6409
-0.245,5.3277
1.3872,3.9989
1.1976,4.1532
0.683,4.5722
2.1795,3.3539
-2.1347,6.8661
-2.0433,6.7917
1.5744,3.8465
2.9011,2.7664
-3.0378,7.6013
-2.9004,7.4894
-0.3721,5.4311
-1.4834,6.3358
1.021,4.297
1.784,3.6758
-0.7762,5.7601
0.1215,5.0293
3.038,2.655
-2.9815,7.5555
2.3782,3.1921
0.8938,4.4006
2.5093,3.0854
1.9203,3.5649
-3.0884,7.6425
2.6609,2.962
-1.8499,6.6342
-3.1392,7.6838
-2.7193,7.342
-1.5055,6.3538
0.0858,5.0584
-1.6946,6.5078
1.0358,4.285
-2.8784,7.4715
1.0428,4.2793
-1.7122,6.5221
2.4658,3.1208
1.4674,3.9336
2.8377,2.818
0.0978,5.0486
-1.7228,6.5307
-2.0787,6.8205
1.981,3.5155
-1.3821,6.2534
1.6002,3.8255
0.1049,5.0428
-1.8165,6.607
-0.813,5.7901
-1.4605,6.3172
0.3157,4.8712
1.3027,4.0677
-2.6825,7.312
0.7751,4.4972
-2.1522,6.8803
-1.9729,6.7343
-0.6232,5.6356
-0.4917,5.5285
1.4169,3.9747
-2.4105,7.0906
3.0904,2.6123
2.0733,3.4403
0.9159,4.3826
-3.1203,7.6684
-1.0225,5.9606
-2.2886,6.9914
1.3468,4.0318
1.3342,4.042
-2.6527,7.2878
2.8739,2.7886
1.4487,3.9488
-2.6684,7.3006
3.0876,2.6146
-1.7219,6.53
-1.9767,6.7374
2.3765,3.1935
0.2658,4.9118
-1.114,6.0351
-0.3054,5.3768
2.7251,2.9097
-0.5612,5.5851
1.9769,3.5188
-0.4997,5.535
-0.6361,5.6461
-1.9593,6.7233
0.2879,4.8938
1.8441,3.6269
1.5075,3.9009
1.8755,3.6014
1.7721,3.6855
-0.1599,5.2584
1.1373,4.2023
0.2974,4.8861
2.8927,2.7733
2.1659,3.3649
-0.7736,5.758
-1.6252,6.4513
0.7952,4.4808
2.9398,2.7349
2.9515,2.7254
3.0186,2.6708
0.5832,4.6534
0.6278,4.6171
0.2324,4.939
2.4444,3.1382
2.368,3.2004
0.2888,4.8931
-1.3306,6.2114
-0.6571,5.6632
0.7344,4.5303
2.4058,3.1696
2.7853,2.8607
-3.0533,7.6139
-0.4377,5.4845
0.7191,4.5428
-1.9724,6.7339
-0.4013,5.4549
-0.6871,5.6876
-1.8278,6.6162
-2.1299,6.8622
1.0916,4.2395
-0.1762,5.2716
-2.3285,7.0238
1.4408,3.9552
2.9193,2.7516
-0.9714,5.919
0.5226,4.7028
-2.3539,7.0445
0.3122,4.874
1.795,3.6669
1.5953,3.8295
-1.6111,6.4398
2.006,3.4951
-1.2948,6.1823
-2.1448,6.8743
3.1132,2.5937
1.1641,4.1805
-1.1403,6.0565
-0.2375,5.3216
-1.8614,6.6436
-1.4089,6.2752
-2.4808,7.1478
1.8044,3.6592
-1.3305,6.2114
1.1639,4.1807
-2.811,7.4166
-0.6816,5.6831
-0.8562,5.8252
-1.4499,6.3086
1.5902,3.8336
2.7261,2.9089
0.9916,4.3209
0.8169,4.4632
-1.3622,6.2372
0.0828,5.0608
1.4555,3.9433
2.5052,3.0887
2.8253,2.8281
-2.5039,7.1666
-2.7799,7.3913
-2.875,7.4688
2.1649,3.3658
2.8812,2.7826
-2.9768,7.5516
0.1992,4.966
-1.5984,6.4295
-0.4694,5.5103
-1.1836,6.0918
-2.766,7.38
-2.3678,7.0558
-1.8982,6.6735
2.9922,2.6922
-2.741,7.3597
-0.2423,5.3255
0.0117,5.1187
-0.7761,5.76
0.2675,4.9104
-2.3782,7.0643
-0.7359,5.7273
