HA,W_L
-2.2601,2.1724
1.3489,10.9867
1.6929,11.8269
-1.5589,3.885
0.1245,7.9964
-2.9638,0.4538
2.9235,14.8324
2.6522,14.1698
-0.2086,7.1828
1.9694,12.5022
-2.4619,1.6796
0.3017,8.4292
-0.9609,5.3455
-2.6588,1.1987
0.5893,9.1316
-0.1426,7.344
-0.9283,5.4251
-0.4012,6.7125
-1.5367,3.9392
2.2126,13.0962
-3.1305,0.0467
-1.4821,4.0726
1.8321,12.1669
-0.4749,6.5325
2.0015,12.5806
2.8619,14.6819
2.8763,14.7171
2.3041,13.3196
0.0671,7.8562
-1.3304,4.4431
0.9624,10.0428
-2.7353,1.0119
-2.9329,0.5293
-1.387,4.3048
-2.2206,2.2689
1.5307,11.4307
-1.6535,3.654
-3.125,0.0601
-2.0471,2.6927
0.2814,8.3796
-1.5811,3.8308
2.1282,12.89
0.3414,8.5261
-0.068,7.5262
1.2573,10.763
1.2014,10.6265
-0.9529,5.365
2.5902,14.0184
-0.9151,5.4574
2.5513,13.9234
2.3732,13.4884
0.8308,9.7214
2.1419,12.9235
-0.7168,5.9417
2.1207,12.8717
-1.3542,4.3849
1.061,10.2836
-1.8376,3.2043
-0.4305,6.6409
0.1637,8.0921
-2.768,0.932
-0.867,5.5748
-2.2136,2.286
0.5428,9.018
2.1466,12.935
-0.2182,7.1594
-1.1312,4.9296
-0.7634,5.8278
-0.9572,5.3545
-1.7203,3.4908
-2.7472,0.9828
2.6872,14.2553
-0.0712,7.5184
2.6884,14.2582
0.1207,7.9871
0.8308,9.7214
-0.1982,7.2082
1.3989,11.1089
-0.6546,6.0936
-0.4466,6.6016
2.7187,14.3322
1.9101,12.3574
0.3542,8.5574
-1.071,5.0766
-2.9336,0.5276
2.3329,13.39
-0.8813,5.5399
2.6197,14.0904
-0.0981,7.4527
2.6538,14.1737
-0.6368,6.137
0.0436,7.7988
1.2876,10.837
-2.4595,1.6855
1.0506,10.2582
1.6559,11.7365
2.3869,13.5219
-2.389,1.8576
0.3115,8.4531
-1.8737,3.1162
0.5234,8.9706
-2.3516,1.949
0.2943,8.4111
1.2634,10.7779
0.9949,10.1222
3.0504,15.1423
-3.0815,0.1663
-0.8293,5.6669
2.647,14.1571
2.5607,13.9463
-3.1054,0.108
2.6531,14.172
1.1818,10.5786
-2.7496,0.9769
2.4757,13.7387
0.135,8.022
-2.2202,2.2699
1.5433,11.4615
1.8416,12.1901
0.086,7.9023
0.7766,9.589
-0.5987,6.2301
-0.617,6.1854
2.8533,14.6609
0.2688,8.3488
-2.3837,1.8706
1.8913,12.3114
-2.7256,1.0356
-1.5749,3.8459
1.1863,10.5896
-2.4684,1.6637
-2.6015,1.3386
-2.3496,1.9539
1.4329,11.1919
0.0944,7.9229
2.6843,14.2482
3.0521,15.1465
-2.13,2.4902
1.1725,10.5559
2.1641,12.9777
-2.2259,2.256
0.7376,9.4938
0.835,9.7316
0.4048,8.681
-0.0269,7.6266
0.9963,10.1256
1.3499,10.9892
-2.9558,0.4733
-0.7788,5.7902
-0.5585,6.3283
-0.6104,6.2015
-0.6713,6.0528
0.2656,8.341
-1.824,3.2375
2.4222,13.6081
1.4038,11.1208
0.8319,9.7241
1.0088,10.1561
-1.3949,4.2855
-1.8746,3.114
2.4122,13.5836
1.4624,11.2639
-2.7536,0.9672
-0.1657,7.2876
0.3665,8.5874
-0.7444,5.8743
0.4916,8.8929
2.9557,14.911
-0.8275,5.6713
-0.2777,7.0141
2.555,13.9324
0.7941,9.6317
2.8108,14.5571
-0.1514,7.3225
-2.9229,0.5537
-2.7589,0.9542
0.5247,8.9738
2.3544,13.4425
-2.0377,2.7156
-1.457,4.1339
-1.0672,5.0859
1.4049,11.1235
1.3895,11.0859
-0.0649,7.5338
0.9656,10.0506
1.4922,11.3367
0.2853,8.3891
-2.3132,2.0428
-2.1646,2.4057
-1.9811,2.8539
-2.6382,1.249
-0.3386,6.8653
-2.4871,1.618
1.86,12.235
2.772,14.4624
2.0417,12.6788
-2.1612,2.414
1.2472,10.7384
-2.4455,1.7196
-0.6095,6.2037
1.5777,11.5455
-2.8581,0.7119
-1.7124,3.5101
1.0207,10.1852
1.3054,10.8805
1.6633,11.7546
-0.0947,7.461
-1.5313,3.9524
-2.0516,2.6817
-1.8102,3.2712
-3.0327,0.2855
-1.5599,3.8826
2.387,13.5221
-0.4073,6.6976
2.014,12.6111
0.9865,10.1016
-2.9336,0.5276
0.2999,8.4248
-2.6694,1.1728
-1.222,4.7078
-1.746,3.428
-2.7931,0.8707
0.0765,7.8791
0.1911,8.159
-2.6049,1.3303
1.7415,11.9456
0.0208,7.7431
1.0305,10.2091
-0.2012,7.2009
0.4266,8.7342
-2.2175,2.2765
2.3752,13.4933
2.2256,13.1279
-0.7703,5.811
1.528,11.4242
0.319,8.4714
-1.9259,2.9887
-1.2551,4.627
-1.3223,4.4628
-1.895,3.0641
-0.1022,7.4427
-1.0441,5.1423
0.5955,9.1467
-1.7536,3.4095
-0.5682,6.3046
-0.7031,5.9751
2.046,12.6893
-1.6409,3.6847
0.1136,7.9698
1.4981,11.3511
-0.4881,6.5002
0.006,7.707
0.261,8.3298
-0.2146,7.1682
-2.2474,2.2035
-0.5273,6.4045
1.3124,10.8976
1.7701,12.0154
2.7106,14.3124
2.4527,13.6826
0.3994,8.6678
-2.6319,1.2644
1.6634,11.7548
-0.0759,7.5069
2.2108,13.0918
-0.8172,5.6965
2.7786,14.4785
-1.2556,4.6257
-2.484,1.6256
-2.853,0.7244
-2.8807,0.6568
-0.2425,7.1
-0.9469,5.3797
-1.6322,3.706
0.5691,9.0822
-0.9421,5.3914
2.9237,14.8329
-1.1463,4.8927
2.6523,14.17
2.9611,14.9242
-2.7211,1.0465
0.2069,8.1976
-0.4633,6.5608
1.6757,11.7849
-1.1481,4.8883
-3.1083,0.1009
2.0497,12.6983
0.5873,9.1267
-1.7486,3.4217
0.6919,9.3821
-3.0468,0.2511
-1.8536,3.1652
0.8183,9.6908
-1.7754,3.3562
-0.6919,6.0025
-0.0625,7.5397
1.0247,10.1949
-0.9223,5.4398
-0.9324,5.4151
-0.2081,7.1841
2.6409,14.1422
0.1936,8.1651
-2.4944,1.6002
2.2898,13.2847
2.7347,14.3713
-2.4591,1.6864
-1.5943,3.7985
-0.8499,5.6166
-0.0965,7.4566
1.6602,11.747
1.8493,12.2089
1.1015,10.3825
-2.5322,1.5079
1.8908,12.3102
-1.5819,3.8288
-2.2233,2.2623
1.5615,11.506
-3.1361,0.033
-0.7856,5.7736
-1.4355,4.1864
-1.6682,3.618
-0.0182,7.6479
1.6693,11.7693
1.9739,12.5132
1.0729,10.3127
-0.0654,7.5326
-1.0937,5.0212
1.9378,12.425
2.1458,12.933
-1.2948,4.53
-3.131,0.0454
2.6269,14.108
-1.1031,4.9982
-0.4153,6.678
2.8081,14.5506
-2.0931,2.5803
-2.2454,2.2083
-1.6569,3.6456
0.5681,9.0798
1.2224,10.6778
-1.3111,4.4902
-0.8649,5.58
-1.5579,3.8874
1.3457,10.9789
2.7503,14.4094
0.9418,9.9925
-0.8442,5.6305
-0.5436,6.3647
0.198,8.1759
2.475,13.737
-2.4503,1.7079
-0.3336,6.8776
-0.6299,6.1539
2.5076,13.8166
-1.3251,4.456
-0.2674,7.0392
3.0991,15.2613
-1.8409,3.1963
2.7624,14.4389
-0.1082,7.428
2.7194,14.3339
2.186,13.0312
0.8751,9.8296
2.414,13.588
1.3628,11.0207
1.2463,10.7362
1.1861,10.5891
-0.5463,6.3581
1.5523,11.4835
-0.6916,6.0032
2.9161,14.8143
2.5059,13.8125
-1.2862,4.551
0.1131,7.9685
2.2049,13.0774
0.0577,7.8332
-0.8372,5.6476
0.0427,7.7966
-1.5195,3.9812
-2.3911,1.8525
1.1724,10.5557
-1.1009,5.0036
-0.7396,5.886
-0.3887,6.743
0.6048,9.1694
-3.104,0.1114
-1.6755,3.6002
2.3677,13.475
-2.7821,0.8976
2.2074,13.0835
-1.3901,4.2973
-0.9981,5.2546
0.658,9.2993
-2.3732,1.8962
-0.4963,6.4802
0.5937,9.1423
0.7441,9.5096
3.039,15.1145
-2.3998,1.8313
-1.3807,4.3202
-1.4194,4.2257
1.0283,10.2037
-2.2433,2.2135
-0.3944,6.7291
1.1504,10.5019
-2.7708,0.9252
-0.9464,5.3809
-2.2032,2.3114
-2.8611,0.7046
-1.0713,5.0759
-0.8909,5.5165
-0.0199,7.6437
2.95,14.8971
2.4477,13.6703
1.9431,12.438
1.2675,10.7879
2.6778,14.2323
2.456,13.6906
1.7681,12.0106
-2.4781,1.64
1.6364,11.6889
-2.909,0.5876
-2.3132,2.0428
0.2314,8.2575
-1.6271,3.7184
-2.0495,2.6868
1.0706,10.307
2.4797,13.7485
2.91,14.7994
-0.8234,5.6813
1.4353,11.1978
-1.0736,5.0702
1.2667,10.786
0.1727,8.1141
2.3774,13.4986
-0.6871,6.0142
-0.1706,7.2756
1.1367,10.4685
-0.6839,6.022
0.0853,7.9006
1.4447,11.2207
-2.4709,1.6576
0.7823,9.6029
-0.0336,7.6102
-1.6286,3.7148
-1.1613,4.8561
-2.8214,0.8016
1.7005,11.8455
0.0254,7.7543
-2.7852,0.89
1.9322,12.4113
0.2,8.1808
-1.899,3.0544
0.2919,8.4052
0.4884,8.8851
2.9448,14.8844
-2.6283,1.2732
-0.8143,5.7035
0.406,8.6839
-2.1163,2.5237
0.4939,8.8986
1.4745,11.2935
0.0665,7.8547
1.6533,11.7302
-1.2197,4.7134
0.4726,8.8465
2.6427,14.1466
-2.2549,2.1851
2.752,14.4135
1.3546,11.0007
-1.3605,4.3695
2.462,13.7053
0.4151,8.7061
1.9833,12.5361
0.3692,8.594
-1.542,3.9263
-2.1596,2.4179
1.9169,12.374
2.5364,13.887
-1.716,3.5013
1.1592,10.5234
-1.9967,2.8158
0.4589,8.8131
0.4014,8.6726
-2.4776,1.6412
-0.1168,7.407
-0.5736,6.2914
1.9157,12.371
1.7368,11.9341
-0.7627,5.8296
-3.097,0.1285
-2.339,1.9797
-2.9416,0.508
-2.1053,2.5505
1.1608,10.5273
0.1086,7.9575
-0.1162,7.4085
-2.3179,2.0313
-1.1015,5.0021
-2.2311,2.2433
0.4349,8.7545
1.7884,12.0601
1.0738,10.3149
2.0005,12.5781
-0.0801,7.4967
2.7559,14.4231
-1.8356,3.2092
-0.3522,6.8321
-1.7897,3.3213
1.0756,10.3193
-1.7583,3.398
-1.5198,3.9805
-1.5644,3.8716
1.271,10.7965
1.832,12.1666
0.1355,8.0232
1.279,10.816
1.9158,12.3713
-1.9617,2.9012
2.2348,13.1504
-2.9285,0.54
0.0569,7.8313
-2.6141,1.3079
1.9405,12.4316
0.0181,7.7365
2.0982,12.8168
-0.2619,7.0527
0.497,8.9061
2.6374,14.1336
1.1997,10.6223
-2.3235,2.0176
1.7557,11.9803
-1.2422,4.6585
-2.2108,2.2929
0.6144,9.1929
-1.9213,2.9999
-2.0181,2.7635
-1.3835,4.3134
0.6638,9.3135
2.7448,14.396
-1.9521,2.9247
2.5401,13.896
1.3347,10.9521
-0.9136,5.461
2.6208,14.0931
2.6363,14.131
1.9467,12.4467
1.3711,11.041
1.8558,12.2247
-1.7797,3.3457
-0.1084,7.4276
0.2326,8.2604
2.6887,14.2589
-0.5969,6.2345
2.2538,13.1968
-1.4508,4.149
0.109,7.9585
-0.2199,7.1552
-2.624,1.2837
2.7523,14.4143
-2.874,0.6731
2.0248,12.6375
1.4541,11.2437
-1.273,4.5832
-2.9507,0.4858
-2.9023,0.604
2.1919,13.0456
-0.8781,5.5477
-1.8707,3.1235
-0.0492,7.5721
-3.0283,0.2963
1.15,10.501
2.87,14.7017
1.8543,12.2211
-1.0398,5.1528
0.1055,7.95
-1.1083,4.9855
-1.6793,3.5909
-1.527,3.9629
-0.0251,7.631
1.1348,10.4638
0.5699,9.0842
-1.6883,3.569
2.874,14.7115
1.7453,11.9549
1.4237,11.1694
-2.1067,2.5471
2.8586,14.6739
-2.0167,2.7669
1.3216,10.9201
3.018,15.0632
1.7366,11.9336
0.8668,9.8093
0.2349,8.266
-0.2048,7.1921
-1.8959,3.0619
0.5266,8.9784
-1.6587,3.6413
2.3253,13.3714
-3.0632,0.211
1.4588,11.2551
1.1691,10.5476
0.8618,9.7971
1.5772,11.5443
1.5355,11.4425
-2.4323,1.7519
-1.261,4.6126
1.198,10.6182
0.4813,8.8678
1.3558,11.0036
-2.9009,0.6074
-2.9126,0.5788
-2.4352,1.7448
-2.0668,2.6445
2.1448,12.9306
-1.757,3.4012
-2.4549,1.6967
-1.8796,3.1017
0.6987,9.3987
-0.5755,6.2868
-2.8334,0.7723
2.6928,14.269
2.2058,13.0795
2.8222,14.585
-2.0274,2.7408
1.5927,11.5822
0.876,9.8318
1.2191,10.6697
-3.0047,0.3539
-0.2844,6.9977
-0.0436,7.5858
0.5362,9.0019
-0.1258,7.3851
-0.3159,6.9208
-1.7865,3.3291
-1.2013,4.7584
0.0449,7.802
1.3376,10.9591
-1.7949,3.3086
2.0623,12.7291
-0.7687,5.8149
-1.0589,5.1061
-0.7921,5.7578
-0.333,6.879
-0.8156,5.7004
-2.7125,1.0675
1.3013,10.8705
2.3432,13.4151
-0.0233,7.6354
-1.235,4.6761
1.5536,11.4867
2.2759,13.2508
0.8442,9.7541
1.1932,10.6065
-2.8085,0.8331
-2.4284,1.7614
-2.6136,1.3091
-2.7597,0.9523
2.8984,14.7711
-1.4969,4.0364
0.6218,9.2109
1.6631,11.7541
-1.3977,4.2787
-1.5125,3.9983
-2.3139,2.0411
-2.6957,1.1086
1.8242,12.1476
1.6286,11.6698
2.5155,13.8359
1.7877,12.0584
-2.5473,1.471
1.362,11.0187
2.8985,14.7713
0.9177,9.9336
0.8611,9.7954
-0.0348,7.6073
-0.3921,6.7347
-1.9408,2.9523
1.903,12.34
-2.2403,2.2208
0.1178,7.98
-1.6777,3.5948
1.2757,10.808
-2.2729,2.1412
-1.2092,4.7391
-0.4311,6.6394
2.639,14.1376
-0.4809,6.5178
2.6387,14.1368
-2.3332,1.9939
2.6408,14.142
-1.3149,4.4809
2.6634,14.1972
1.385,11.0749
-1.0351,5.1643
2.7543,14.4192
3.1006,15.2649
2.2048,13.0771
-1.4003,4.2723
-3.0845,0.159
-2.4513,1.7055
1.3133,10.8998
2.6969,14.279
1.5934,11.5839
-1.91,3.0275
0.6569,9.2967
0.485,8.8768
-1.7912,3.3176
2.738,14.3793
-1.1482,4.888
1.4692,11.2805
1.3925,11.0932
-0.2859,6.9941
-1.2776,4.572
-1.6462,3.6718
-2.5531,1.4569
-0.9929,5.2673
0.772,9.5778
-0.2923,6.9784
2.6443,14.1505
-1.9601,2.9051
-0.0889,7.4752
1.8514,12.214
-2.0828,2.6055
-0.6445,6.1182
1.0749,10.3175
0.8683,9.813
-0.6528,6.098
-2.1476,2.4472
2.9795,14.9692
1.8678,12.254
0.023,7.7485
2.1601,12.9679
-1.7359,3.4527
2.3383,13.4032
-1.3794,4.3234
-1.0816,5.0507
2.825,14.5918
-1.6434,3.6786
2.4132,13.5861
-0.6146,6.1913
-1.0652,5.0908
2.5168,13.8391
-2.4654,1.671
1.2674,10.7877
0.1576,8.0772
0.0561,7.8293
-0.5896,6.2523
-0.1401,7.3501
-2.2404,2.2206
1.9161,12.372
-0.9834,5.2905
0.1816,8.1358
-1.69,3.5648
-2.4987,1.5897
-1.4735,4.0936
-2.7063,1.0827
-2.864,0.6975
-0.9296,5.4219
-1.0635,5.0949
-1.8965,3.0605
1.2591,10.7674
-2.9176,0.5666
-2.48,1.6354
-1.1825,4.8043
-2.6686,1.1748
0.2695,8.3505
0.2168,8.2218
1.9822,12.5334
-1.1019,5.0011
-2.5515,1.4608
-3.0249,0.3046
-1.3507,4.3935
0.4989,8.9108
2.1354,12.9076
0.6314,9.2344
-1.7963,3.3052
-1.3252,4.4558
-0.0333,7.611
2.714,14.3207
-2.3472,1.9597
1.2672,10.7872
1.9119,12.3618
0.9899,10.1099
1.1052,10.3915
-1.1551,4.8712
-3.0681,0.1991
2.9347,14.8597
2.787,14.499
-1.8249,3.2353
-2.0344,2.7237
1.5238,11.4139
0.9294,9.9622
2.1618,12.9721
-0.8361,5.6503
-2.4598,1.6847
-1.3313,4.4409
-3.0282,0.2965
-1.8212,3.2444
-2.6997,1.0988
1.3677,11.0327
-0.7527,5.854
0.1478,8.0533
-2.2473,2.2037
3.099,15.261
0.8432,9.7517
0.8802,9.842
-2.6672,1.1782
-1.7129,3.5089
0.0958,7.9263
1.6939,11.8293
-2.2456,2.2079
-2.8322,0.7752
1.2112,10.6504
3.018,15.0632
2.1771,13.0095
-1.3967,4.2811
1.154,10.5107
-0.1578,7.3069
-0.9487,5.3753
-2.185,2.3559
-2.2081,2.2994
-0.8219,5.685
1.169,10.5474
-2.5087,1.5653
0.3868,8.637
-2.814,0.8197
-0.9477,5.3777
-1.167,4.8421
0.2932,8.4084
0.2014,8.1842
2.8336,14.6128
-1.0145,5.2146
0.0896,7.9111
-2.1657,2.403
1.302,10.8722
-2.4398,1.7336
-0.2211,7.1523
1.1474,10.4946
0.0302,7.7661
0.8825,9.8476
0.631,9.2334
-2.5308,1.5113
-1.4707,4.1004
-2.2658,2.1585
3.0771,15.2075
-2.1916,2.3397
2.2376,13.1572
-2.7932,0.8705
2.6382,14.1356
2.5313,13.8745
-1.1888,4.7889
1.8953,12.3212
2.3252,13.3712
0.5232,8.9701
-1.692,3.5599
1.1476,10.4951
-0.3475,6.8436
-0.2954,6.9708
-0.8002,5.738
1.7187,11.8899
-2.6059,1.3279
1.103,10.3862
-1.6642,3.6278
-2.1624,2.4111
-2.2439,2.212
-1.3434,4.4113
0.1997,8.18
-2.1718,2.3881
1.1658,10.5395
1.8593,12.2333
-2.0768,2.6201
0.4832,8.8724
-0.879,5.5455
-1.2528,4.6326
0.7157,9.4403
0.8663,9.8081
-2.7502,0.9755
2.4257,13.6166
-2.2705,2.147
-1.424,4.2145
2.4445,13.6625
-0.3675,6.7948
-0.9793,5.3006
0.4897,8.8883
-0.9953,5.2615
-0.3292,6.8883
-0.0812,7.494
0.2727,8.3583
-0.4384,6.6216
-0.2594,7.0588
-0.6293,6.1554
-1.0459,5.1379
-0.738,5.8899
-0.9997,5.2507
1.6499,11.7219
2.7398,14.3837
-2.7797,0.9034
-2.3389,1.98
-1.3927,4.2909
-0.1517,7.3218
-2.2391,2.2237
-1.1152,4.9686
2.8503,14.6536
1.1043,10.3893
0.507,8.9306
1.6711,11.7736
2.2173,13.1076
-2.9108,0.5832
-0.0693,7.5231
2.6776,14.2318
0.085,7.8999
2.4786,13.7458
-1.1271,4.9396
2.4183,13.5985
-1.6704,3.6127
1.7884,12.0601
0.4499,8.7911
-0.6437,6.1202
1.8005,12.0897
-2.6845,1.1359
0.5183,8.9582
1.4695,11.2813
-0.2862,6.9933
2.4975,13.792
2.3112,13.337
2.339,13.4049
-2.117,2.5219
-0.9275,5.4271
-3.1189,0.075
0.5499,9.0353
2.7156,14.3246
-0.5025,6.465
2.0413,12.6778
1.3962,11.1023
-2.6978,1.1034
-0.7335,5.9009
1.7801,12.0399
-3.0202,0.316
-0.4003,6.7147
-2.0008,2.8057
-0.9006,5.4928
-2.5743,1.4051
0.8369,9.7363
1.3126,10.8981
0.149,8.0562
2.0501,12.6993
-2.5742,1.4053
-2.5646,1.4288
1.4177,11.1548
-2.5332,1.5055
2.5051,13.8105
-2.2686,2.1517
1.5931,11.5831
0.7874,9.6154
-0.0479,7.5753
0.8199,9.6948
-2.4255,1.7685
2.2576,13.2061
1.0053,10.1476
0.3518,8.5515
0.5786,9.1054
-2.0182,2.7632
2.9482,14.8927
0.8926,9.8723
0.9345,9.9746
-3.0398,0.2682
-2.913,0.5779
-2.5941,1.3567
2.3187,13.3553
-1.3979,4.2782
-0.3649,6.8011
2.0215,12.6294
-0.3526,6.8311
-2.5697,1.4163
-0.3773,6.7708
-0.7177,5.9395
-1.6484,3.6664
1.2449,10.7327
0.2958,8.4147
1.0299,10.2076
-0.5935,6.2428
1.0583,10.277
-0.3242,6.9005
-1.9149,3.0155
2.3057,13.3235
0.6824,9.3589
2.5859,14.0079
2.6705,14.2145
1.7247,11.9046
2.6419,14.1446
-2.7182,1.0536
-2.3984,1.8347
2.3331,13.3905
-2.4387,1.7363
-1.2985,4.521
-2.9349,0.5244
-1.6561,3.6476
-2.6102,1.3174
0.8382,9.7394
-2.4849,1.6234
0.1197,7.9847
0.9148,9.9265
1.3187,10.913
-2.4724,1.6539
-1.3231,4.4609
-0.1374,7.3567
-1.1598,4.8597
3.1165,15.3038
-0.5409,6.3713
0.3376,8.5168
2.8274,14.5977
0.1704,8.1085
-2.2221,2.2653
1.9118,12.3615
0.6898,9.377
3.1045,15.2745
1.2729,10.8011
1.7212,11.896
0.3193,8.4721
0.4413,8.7701
1.2627,10.7762
2.1728,12.999
2.546,13.9104
-2.2976,2.0809
0.6696,9.3277
-1.955,2.9176
-0.3491,6.8397
1.5249,11.4166
-1.4805,4.0765
-1.5478,3.9121
-2.7937,0.8692
1.4854,11.3201
2.3582,13.4518
-3.0152,0.3283
-0.5513,6.3459
1.721,11.8955
1.6359,11.6877
-0.7457,5.8711
-0.0241,7.6334
-0.0011,7.6896
-1.542,3.9263
-2.8166,0.8133
0.7252,9.4635
-1.6069,3.7678
-1.8194,3.2488
-0.9667,5.3313
1.3924,11.093
1.6983,11.8401
0.7725,9.579
1.5875,11.5695
0.2021,8.1859
-1.6096,3.7612
-1.2728,4.5837
-0.3228,6.9039
-1.6787,3.5924
1.453,11.241
2.5804,13.9944
1.5303,11.4298
2.4285,13.6235
1.6155,11.6379
1.063,10.2885
0.0559,7.8288
2.7044,14.2973
-2.9856,0.4006
0.2219,8.2343
2.9836,14.9792
2.0723,12.7535
2.817,14.5723
0.8483,9.7641
1.8874,12.3019
1.9571,12.4721
0.7327,9.4818
-1.4095,4.2499
0.9663,10.0523
1.1804,10.5752
1.1744,10.5606
-1.9925,2.826
2.9926,15.0012
-2.1296,2.4912
-0.7754,5.7985
-2.0524,2.6797
2.9755,14.9594
-0.9042,5.484
3.0029,15.0263
2.138,12.914
2.3807,13.5067
2.9301,14.8485
-2.682,1.142
-1.7548,3.4065
-1.8777,3.1064
-0.6455,6.1158
2.7591,14.4309
2.6766,14.2294
0.8359,9.7338
-1.4233,4.2162
-1.3289,4.4467
1.3211,10.9188
-1.0649,5.0915
2.6029,14.0494
2.4569,13.6928
2.8003,14.5315
0.4363,8.7579
-0.1806,7.2512
1.0319,10.2125
0.1681,8.1029
2.4321,13.6322
0.4833,8.8727
-0.8076,5.7199
0.4505,8.7926
1.298,10.8624
1.2936,10.8517
-1.58,3.8335
2.4973,13.7915
-1.8576,3.1555
-1.8768,3.1086
1.0978,10.3735
-0.4874,6.5019
0.3008,8.427
-0.5877,6.257
0.7941,9.6317
-0.1324,7.3689
-0.244,7.0964
1.6006,11.6015
-2.8994,0.6111
-0.531,6.3954
2.3558,13.4459
1.6832,11.8032
-1.8503,3.1733
-2.3397,1.978
2.8182,14.5752
2.2407,13.1648
0.6636,9.313
1.5782,11.5468
-1.7307,3.4654
-1.881,3.0983
-2.9662,0.4479
2.5918,14.0223
2.8183,14.5755
0.2226,8.236
-0.6826,6.0252
2.2135,13.0984
2.9807,14.9721
-0.3771,6.7713
0.0273,7.759
-1.1126,4.975
2.1748,13.0038
-2.9255,0.5473
2.3985,13.5502
2.0788,12.7694
-2.9944,0.3791
-0.2712,7.03
2.5158,13.8367
1.4296,11.1838
-0.2052,7.1911
1.5869,11.568
0.4169,8.7105
1.6269,11.6657
1.9984,12.573
0.0752,7.876
-1.1823,4.8048
3.0876,15.2332
-1.4565,4.1351
0.8848,9.8533
-2.9658,0.4489
-1.803,3.2888
0.7194,9.4493
0.5425,9.0173
-1.3199,4.4687
-2.2803,2.1231
-1.5143,3.9939
-2.1344,2.4794
2.1386,12.9154
-1.0313,5.1736
0.5324,8.9926
-2.9322,0.531
-0.6747,6.0445
2.791,14.5088
-2.7783,0.9068
2.0981,12.8165
2.0147,12.6128
0.9199,9.939
2.0751,12.7603
2.0506,12.7005
1.6276,11.6674
1.069,10.3031
0.5317,8.9909
-0.282,7.0036
0.5613,9.0632
0.2896,8.3996
0.9931,10.1178
0.8665,9.8086
1.713,11.876
1.2159,10.6619
3.0284,15.0886
-1.8534,3.1657
1.5842,11.5614
-1.5337,3.9465
-2.3251,2.0137
2.9682,14.9416
-0.6975,5.9888
-3.1138,0.0875
1.8698,12.2589
1.19,10.5987
0.7759,9.5873
-1.6201,3.7355
1.2431,10.7283
-1.6936,3.556
-1.0113,5.2224
0.5399,9.0109
-2.8799,0.6587
-2.759,0.954
-1.7889,3.3233
0.4085,8.69
-2.9598,0.4636
-0.5868,6.2592
2.1623,12.9733
-2.4058,1.8166
0.1415,8.0379
-1.7745,3.3584
2.09,12.7967
1.1729,10.5569
-2.0159,2.7689
0.631,9.2334
0.2907,8.4023
-0.8187,5.6928
1.5833,11.5592
0.2933,8.4086
-0.0381,7.5993
3.1035,15.272
-3.0646,0.2076
2.7194,14.3339
2.8374,14.6221
2.0001,12.5772
-2.9893,0.3915
2.9543,14.9076
-1.5438,3.9219
2.7406,14.3857
-2.7452,0.9877
-0.5851,6.2633
-0.7448,5.8733
0.6785,9.3494
0.9166,9.9309
-0.3274,6.8927
1.6456,11.7114
-1.2119,4.7325
-1.9357,2.9647
-2.522,1.5328
-1.0345,5.1657
1.7284,11.9136
0.5194,8.9608
0.9028,9.8972
-1.8069,3.2793
2.1274,12.8881
2.8687,14.6986
-2.3305,2.0005
-0.1181,7.4039
-1.1204,4.9559
-1.6585,3.6417
-2.8947,0.6226
2.3908,13.5314
1.5877,11.57
1.805,12.1007
-1.7784,3.3489
2.1177,12.8644
3.0688,15.1873
-2.1177,2.5202
-0.0347,7.6076
-2.1122,2.5337
0.1796,8.1309
0.883,9.8489
-2.7771,0.9098
-2.7166,1.0575
2.034,12.66
0.6134,9.1904
0.0922,7.9175
0.1655,8.0965
-0.7075,5.9644
1.6765,11.7868
2.6517,14.1686
-1.0106,5.2241
1.7041,11.8542
-0.9055,5.4808
2.3997,13.5531
0.527,8.9794
-1.9531,2.9222
-2.4043,1.8203
2.6923,14.2677
2.1563,12.9587
-0.6738,6.0467
0.2797,8.3754
1.1711,10.5525
-0.3232,6.903
-2.9189,0.5635
-1.5681,3.8625
-2.2798,2.1243
-0.1914,7.2248
-0.1176,7.4051
-0.3594,6.8145
0.57,9.0844
1.1127,10.4099
-2.5598,1.4405
1.497,11.3484
-3.1402,0.023
0.7962,9.6369
0.9274,9.9573
2.5928,14.0247
-3.0791,0.1722
0.0408,7.792
-0.5296,6.3989
-0.2473,7.0883
-0.212,7.1745
-0.4952,6.4829
-3.0205,0.3153
0.0741,7.8733
-1.0947,5.0187
-0.5912,6.2484
-0.2894,6.9855
0.334,8.508
0.6326,9.2373
-2.231,2.2435
1.3636,11.0226
1.5985,11.5963
-0.698,5.9876
-0.1757,7.2632
1.2248,10.6836
2.5297,13.8706
-1.8867,3.0844
1.3422,10.9704
-0.8943,5.5082
-0.4916,6.4917
-2.7954,0.8651
-2.9229,0.5537
-1.6794,3.5907
2.9994,15.0178
-1.5855,3.82
1.885,12.2961
-0.475,6.5322
-1.8754,3.112
-2.5671,1.4227
-2.8552,0.719
0.6737,9.3377
-1.7599,3.3941
-0.1317,7.3707
1.892,12.3132
-0.5825,6.2697
1.5702,11.5272
-1.7313,3.4639
-2.6233,1.2854
2.4881,13.769
-2.0509,2.6834
-1.0071,5.2327
0.0059,7.7067
-1.1398,4.9086
0.8864,9.8572
3.0343,15.103
1.3844,11.0734
1.4913,11.3345
-2.1187,2.5178
0.7427,9.5062
0.9469,10.0049
