HA,W_R
2.179,2.3705
-2.2601,13.2122
1.3489,4.3979
1.6929,3.5577
-1.5589,11.4996
0.1245,7.3882
-2.9638,14.9308
2.9235,0.5522
2.6522,1.2148
-0.2086,8.2018
1.9694,2.8824
-2.4619,13.705
0.3017,6.9555
-0.9609,10.0391
-2.6588,14.1859
0.5893,6.2531
-0.1426,8.0406
-0.9283,9.9595
-0.4012,8.6722
-1.5367,11.4454
2.2126,2.2885
-3.1305,15.338
-1.4821,11.3121
1.8321,3.2178
-0.4749,8.8522
2.0015,2.804
2.8619,0.7027
2.8763,0.6675
2.3041,2.065
0.0671,7.5284
-1.3304,10.9416
0.9624,5.3418
-2.7353,14.3728
-2.9329,14.8554
-1.387,11.0798
-2.2206,13.1157
1.5307,3.9539
-1.6535,11.7307
-3.125,15.3245
-2.0471,12.692
0.2814,7.005
-1.5811,11.5538
2.1282,2.4946
0.3414,6.8585
-0.068,7.8584
1.2573,4.6216
1.2014,4.7581
-0.9529,10.0196
2.5902,1.3662
-0.9151,9.9273
2.5513,1.4612
2.3732,1.8962
0.8308,5.6632
2.1419,2.4611
-0.7168,9.443
2.1207,2.5129
-1.3542,10.9997
1.061,5.101
-1.8376,12.1803
-0.4305,8.7437
0.1637,7.2925
-2.768,14.4526
-0.867,9.8098
-2.2136,13.0986
0.5428,6.3666
2.1466,2.4496
-0.2182,8.2252
-1.1312,10.455
-0.7634,9.5568
-0.9572,10.0301
-1.7203,11.8938
-2.7472,14.4018
2.6872,1.1293
-0.0712,7.8662
2.6884,1.1264
0.1207,7.3975
0.8308,5.6632
-0.1982,8.1764
1.3989,4.2758
-0.6546,9.291
-0.4466,8.783
2.7187,1.0524
1.9101,3.0273
0.3542,6.8272
-1.071,10.308
-2.9336,14.8571
2.3329,1.9946
-0.8813,9.8447
2.6197,1.2942
-0.0981,7.9319
2.6538,1.2109
-0.6368,9.2476
0.0436,7.5858
1.2876,4.5476
-2.4595,13.6992
1.0506,5.1264
1.6559,3.6481
2.3869,1.8628
-2.389,13.527
0.3115,6.9315
-1.8737,12.2685
0.5234,6.414
-2.3516,13.4356
0.2943,6.9735
1.2634,4.6067
0.9949,5.2625
3.0504,0.2423
-3.0815,15.2183
-0.8293,9.7177
2.647,1.2275
2.5607,1.4383
-3.1054,15.2766
2.6531,1.2126
1.1818,4.806
-2.7496,14.4077
2.4757,1.6459
0.135,7.3626
-2.2202,13.1147
1.5433,3.9231
1.8416,3.1946
0.086,7.4823
0.7766,5.7956
-0.5987,9.1545
-0.617,9.1992
2.8533,0.7237
0.2688,7.0358
-2.3837,13.514
1.8913,3.0732
-2.7256,14.3491
-1.5749,11.5387
1.1863,4.795
-2.4684,13.7209
-2.6015,14.046
-2.3496,13.4308
1.4329,4.1927
0.0944,7.4618
2.6843,1.1364
3.0521,0.2381
-2.13,12.8944
1.1725,4.8287
2.1641,2.4069
-2.2259,13.1286
0.7376,5.8909
0.835,5.653
0.4048,6.7037
-0.0269,7.758
0.9963,5.259
1.3499,4.3954
-2.9558,14.9113
-0.7788,9.5944
-0.5585,9.0563
-0.6104,9.1831
-0.6713,9.3318
0.2656,7.0436
-1.824,12.1471
2.4222,1.7765
1.4038,4.2638
0.8319,5.6606
1.0088,5.2285
-1.3949,11.0991
-1.8746,12.2707
2.4122,1.801
1.4624,4.1207
-2.7536,14.4174
-0.1657,8.097
0.3665,6.7972
-0.7444,9.5104
0.4916,6.4917
2.9557,0.4736
-0.8275,9.7133
-0.2777,8.3705
2.555,1.4522
0.7941,5.7529
2.8108,0.8275
-0.1514,8.0621
-2.9229,14.8309
-2.7589,14.4304
0.5247,6.4108
2.3544,1.9421
-2.0377,12.669
-1.457,11.2508
-1.0672,10.2987
1.4049,4.2611
1.3895,4.2987
-0.0649,7.8508
0.9656,5.334
1.4922,4.0479
0.2853,6.9955
-2.3132,13.3419
-2.1646,12.9789
-1.9811,12.5308
-2.6382,14.1356
-0.3386,8.5193
-2.4871,13.7666
1.86,3.1496
2.772,0.9222
2.0417,2.7058
-2.1612,12.9706
1.2472,4.6463
-2.4455,13.665
-0.6095,9.1809
1.5777,3.8391
-2.8581,14.6727
-1.7124,11.8745
1.0207,5.1994
1.3054,4.5041
1.6633,3.63
-0.0947,7.9236
-1.5313,11.4322
-2.0516,12.7029
-1.8102,12.1134
-3.0327,15.0991
-1.5599,11.5021
2.387,1.8625
-0.4073,8.6871
2.014,2.7735
0.9865,5.283
-2.9336,14.8571
0.2999,6.9599
-2.6694,14.2118
-1.222,10.6768
-1.746,11.9566
-2.7931,14.5139
0.0765,7.5055
0.1911,7.2256
-2.6049,14.0543
1.7415,3.439
0.0208,7.6415
1.0305,5.1755
-0.2012,8.1837
0.4266,6.6504
-2.2175,13.1081
2.3752,1.8913
2.2256,2.2567
-0.7703,9.5736
1.528,3.9605
0.319,6.9132
-1.9259,12.3959
-1.2551,10.7576
-1.3223,10.9218
-1.895,12.3205
-0.1022,7.9419
-1.0441,10.2423
0.5955,6.2379
-1.7536,11.9751
-0.5682,9.08
-0.7031,9.4095
2.046,2.6953
-1.6409,11.6999
0.1136,7.4149
1.4981,4.0335
-0.4881,8.8844
0.006,7.6777
0.261,7.0549
-0.2146,8.2164
-2.2474,13.1812
-0.5273,8.9801
1.3124,4.487
1.7701,3.3692
2.7106,1.0722
2.4527,1.7021
0.3994,6.7168
-2.6319,14.1202
1.6634,3.6298
-0.0759,7.8777
2.2108,2.2929
-0.8172,9.6882
2.7786,0.9061
-1.2556,10.7589
-2.484,13.759
-2.853,14.6602
-2.8807,14.7279
-0.2425,8.2846
-0.9469,10.0049
-1.6322,11.6786
0.5691,6.3024
-0.9421,9.9932
2.9237,0.5517
-1.1463,10.4919
2.6523,1.2146
2.9611,0.4604
-2.7211,14.3381
0.2069,7.187
-0.4633,8.8238
1.6757,3.5997
-1.1481,10.4963
-3.1083,15.2837
2.0497,2.6863
0.5873,6.2579
-1.7486,11.9629
0.6919,6.0025
-3.0468,15.1335
-1.8536,12.2194
0.8183,5.6938
-1.7754,12.0284
-0.6919,9.3821
-0.0625,7.845
1.0247,5.1897
-0.9223,9.9448
-0.9324,9.9695
-0.2081,8.2006
2.6409,1.2424
0.1936,7.2195
-2.4944,13.7844
2.2898,2.0999
2.7347,1.0133
-2.4591,13.6982
-1.5943,11.5861
-0.8499,9.768
-0.0965,7.928
1.6602,3.6376
1.8493,3.1757
1.1015,5.0021
-2.5322,13.8767
1.8908,3.0744
-1.5819,11.5558
-2.2233,13.1223
1.5615,3.8786
-3.1361,15.3516
-0.7856,9.611
-1.4355,11.1982
-1.6682,11.7666
-0.0182,7.7368
1.6693,3.6154
1.9739,2.8714
1.0729,5.072
-0.0654,7.852
-1.0937,10.3635
1.9378,2.9596
2.1458,2.4516
-1.2948,10.8546
-3.131,15.3392
2.6269,1.2766
-1.1031,10.3864
-0.4153,8.7066
2.8081,0.8341
-2.0931,12.8043
-2.2454,13.1763
-1.6569,11.739
0.5681,6.3048
1.2224,4.7068
-1.3111,10.8944
-0.8649,9.8047
-1.5579,11.4972
1.3457,4.4057
2.7503,0.9752
0.9418,5.3921
-0.8442,9.7541
-0.5436,9.0199
0.198,7.2087
2.475,1.6476
-2.4503,13.6767
-0.3336,8.5071
-0.6299,9.2307
2.5076,1.568
-1.3251,10.9286
-0.2674,8.3454
3.0991,0.1234
-1.8409,12.1884
2.7624,0.9457
-0.1082,7.9566
2.7194,1.0507
2.186,2.3534
0.8751,5.555
2.414,1.7966
1.3628,4.3639
1.2463,4.6485
1.1861,4.7955
-0.5463,9.0265
1.5523,3.9011
-0.6916,9.3814
2.9161,0.5703
2.5059,1.5721
-1.2862,10.8336
0.1131,7.4161
2.2049,2.3073
0.0577,7.5514
-0.8372,9.737
0.0427,7.588
-1.5195,11.4034
-2.3911,13.5321
1.1724,4.8289
-1.1009,10.381
-0.7396,9.4986
-0.3887,8.6416
0.6048,6.2152
-3.104,15.2732
-1.6755,11.7844
2.3677,1.9097
-2.7821,14.4871
2.2074,2.3012
-1.3901,11.0874
-0.9981,10.13
0.658,6.0853
-2.3732,13.4884
-0.4963,8.9044
0.5937,6.2423
0.7441,5.875
3.039,0.2701
-2.3998,13.5534
-1.3807,11.0644
-1.4194,11.1589
1.0283,5.1809
-2.2433,13.1711
-0.3944,8.6556
1.1504,4.8827
-2.7708,14.4595
-0.9464,10.0037
-2.2032,13.0732
-2.8611,14.68
-1.0713,10.3088
-0.8909,9.8682
-0.0199,7.7409
2.95,0.4875
2.4477,1.7143
1.9431,2.9467
1.2675,4.5967
2.6778,1.1523
2.456,1.694
1.7681,3.3741
-2.4781,13.7446
1.6364,3.6957
-2.909,14.797
-2.3132,13.3419
0.2314,7.1272
-1.6271,11.6662
-2.0495,12.6978
1.0706,5.0776
2.4797,1.6361
2.91,0.5852
-0.8234,9.7033
1.4353,4.1869
-1.0736,10.3144
1.2667,4.5986
0.1727,7.2705
2.3774,1.886
-0.6871,9.3704
-0.1706,8.109
1.1367,4.9161
-0.6839,9.3626
0.0853,7.484
1.4447,4.1639
-2.4709,13.727
0.7823,5.7817
-0.0336,7.7744
-1.6286,11.6698
-1.1613,10.5286
-2.8214,14.583
1.7005,3.5392
0.0254,7.6303
-2.7852,14.4946
1.9322,2.9733
0.2,7.2038
-1.899,12.3302
0.2919,6.9794
0.4884,6.4995
2.9448,0.5002
-2.6283,14.1114
-0.8143,9.6811
0.406,6.7007
-2.1163,12.861
0.4939,6.4861
1.4745,4.0911
0.0665,7.5299
1.6533,3.6544
-1.2197,10.6712
0.4726,6.5381
2.6427,1.238
-2.2549,13.1995
2.752,0.9711
1.3546,4.384
-1.3605,11.0151
2.462,1.6793
0.4151,6.6785
1.9833,2.8485
0.3692,6.7906
-1.542,11.4583
-2.1596,12.9667
1.9169,3.0106
2.5364,1.4976
-1.716,11.8833
1.1592,4.8612
-1.9967,12.5689
0.4589,6.5715
0.4014,6.712
-2.4776,13.7434
-0.1168,7.9776
-0.5736,9.0932
1.9157,3.0136
1.7368,3.4505
-0.7627,9.5551
-3.097,15.2561
-2.339,13.4049
-2.9416,14.8766
-2.1053,12.8341
1.1608,4.8573
0.1086,7.4271
-0.1162,7.9761
-2.3179,13.3533
-1.1015,10.3825
-2.2311,13.1413
0.4349,6.6301
1.7884,3.3245
1.0738,5.0698
2.0005,2.8065
-0.0801,7.8879
2.7559,0.9616
-1.8356,12.1754
-0.3522,8.5525
-1.7897,12.0633
1.0756,5.0654
-1.7583,11.9866
-1.5198,11.4041
-1.5644,11.5131
1.271,4.5881
1.832,3.218
0.1355,7.3614
1.279,4.5686
1.9158,3.0133
-1.9617,12.4834
2.2348,2.2342
-2.9285,14.8446
0.0569,7.5533
-2.6141,14.0767
1.9405,2.953
0.0181,7.6481
2.0982,2.5679
-0.2619,8.3319
0.497,6.4785
2.6374,1.251
1.1997,4.7623
-2.3235,13.367
1.7557,3.4043
-1.2422,10.7261
-2.2108,13.0918
0.6144,6.1918
-1.9213,12.3847
-2.0181,12.6211
-1.3835,11.0712
0.6638,6.0711
2.7448,0.9887
-1.9521,12.4599
2.5401,1.4886
1.3347,4.4326
-0.9136,9.9236
2.6208,1.2915
2.6363,1.2537
1.9467,2.9379
1.3711,4.3437
1.8558,3.1599
-1.7797,12.0389
-0.1084,7.9571
0.2326,7.1242
2.6887,1.1257
-0.5969,9.1501
2.2538,2.1878
-1.4508,11.2356
0.109,7.4261
-0.2199,8.2294
-2.624,14.1009
2.7523,0.9703
-2.874,14.7115
2.0248,2.7471
1.4541,4.1409
-1.273,10.8014
-2.9507,14.8988
-2.9023,14.7806
2.1919,2.339
-0.8781,9.8369
-1.8707,12.2611
-0.0492,7.8125
-3.0283,15.0883
1.15,4.8837
2.87,0.6829
1.8543,3.1635
-1.0398,10.2318
0.1055,7.4346
-1.1083,10.3991
-1.6793,11.7937
-1.527,11.4217
-0.0251,7.7536
1.1348,4.9208
0.5699,6.3004
-1.6883,11.8157
2.874,0.6731
1.7453,3.4297
1.4237,4.2152
-2.1067,12.8375
2.8586,0.7107
-2.0167,12.6177
1.3216,4.4646
3.018,0.3214
1.7366,3.451
0.8668,5.5753
0.2349,7.1186
-0.2048,8.1925
-1.8959,12.3227
0.5266,6.4062
-1.6587,11.7434
2.3253,2.0132
-3.0632,15.1736
1.4588,4.1295
1.1691,4.837
0.8618,5.5875
1.5772,3.8403
1.5355,3.9421
-2.4323,13.6327
-1.261,10.7721
1.198,4.7664
0.4813,6.5168
1.3558,4.381
-2.9009,14.7772
-2.9126,14.8058
-2.4352,13.6398
-2.0668,12.7401
2.1448,2.454
-1.757,11.9834
-2.4549,13.6879
-1.8796,12.2829
0.6987,5.9859
-0.5755,9.0979
-2.8334,14.6123
2.6928,1.1157
2.2058,2.3051
2.8222,0.7996
-2.0274,12.6438
1.5927,3.8024
0.876,5.5528
1.2191,4.7149
-3.0047,15.0307
-0.2844,8.3869
-0.0436,7.7988
0.5362,6.3827
-0.1258,7.9996
-0.3159,8.4638
-1.7865,12.0555
-1.2013,10.6263
0.0449,7.5826
1.3376,4.4255
-1.7949,12.076
2.0623,2.6555
-0.7687,9.5697
-1.0589,10.2785
-0.7921,9.6269
-0.333,8.5056
-0.8156,9.6843
-2.7125,14.3171
1.3013,4.5141
2.3432,1.9695
-0.0233,7.7492
-1.235,10.7086
1.5536,3.8979
2.2759,2.1339
0.8442,5.6305
1.1932,4.7781
-2.8085,14.5515
-2.4284,13.6232
-2.6136,14.0755
-2.7597,14.4323
2.8984,0.6135
-1.4969,11.3482
0.6218,6.1737
1.6631,3.6305
-1.3977,11.1059
-1.5125,11.3863
-2.3139,13.3436
-2.6957,14.276
1.8242,3.237
1.6286,3.7148
2.5155,1.5487
1.7877,3.3262
-2.5473,13.9136
1.362,4.3659
2.8985,0.6133
0.9177,5.451
0.8611,5.5892
-0.0348,7.7773
-0.3921,8.6499
-1.9408,12.4323
1.903,3.0446
-2.2403,13.1638
0.1178,7.4046
-1.6777,11.7898
1.2757,4.5767
-2.2729,13.2434
-1.2092,10.6455
-0.4311,8.7452
2.639,1.2471
-0.4809,8.8668
2.6387,1.2478
-2.3332,13.3907
2.6408,1.2427
-1.3149,10.9037
2.6634,1.1875
1.385,4.3097
-1.0351,10.2203
2.7543,0.9655
3.1006,0.1197
2.2048,2.3075
-1.4003,11.1123
-3.0845,15.2256
-2.4513,13.6791
1.3133,4.4848
2.6969,1.1056
1.5934,3.8007
-1.91,12.3571
0.6569,6.088
0.485,6.5078
-1.7912,12.067
2.738,1.0053
-1.1482,10.4966
1.4692,4.1041
1.3925,4.2914
-0.2859,8.3906
-1.2776,10.8126
-1.6462,11.7128
-2.5531,13.9278
-0.9929,10.1173
0.772,5.8068
-0.2923,8.4062
2.6443,1.2341
-1.9601,12.4795
-0.0889,7.9094
1.8514,3.1706
-2.0828,12.7791
-0.6445,9.2664
1.0749,5.0671
0.8683,5.5717
-0.6528,9.2866
-2.1476,12.9374
2.9795,0.4155
1.8678,3.1306
0.023,7.6361
2.1601,2.4167
-1.7359,11.9319
2.3383,1.9815
-1.3794,11.0612
-1.0816,10.3339
2.825,0.7928
-1.6434,11.706
2.4132,1.7985
-0.6146,9.1934
-1.0652,10.2939
2.5168,1.5455
-2.4654,13.7136
1.2674,4.5969
0.1576,7.3074
0.0561,7.5553
-0.5896,9.1323
-0.1401,8.0345
-2.2404,13.1641
1.9161,3.0126
-0.9834,10.0941
0.1816,7.2488
-1.69,11.8198
-2.4987,13.7949
-1.4735,11.291
-2.7063,14.3019
-2.864,14.6871
-0.9296,9.9627
-1.0635,10.2897
-1.8965,12.3241
1.2591,4.6172
-2.9176,14.818
-2.48,13.7492
-1.1825,10.5803
-2.6686,14.2098
0.2695,7.0341
0.2168,7.1628
1.9822,2.8512
-1.1019,10.3835
-2.5515,13.9239
-3.0249,15.08
-1.3507,10.9911
0.4989,6.4738
2.1354,2.477
0.6314,6.1502
-1.7963,12.0794
-1.3252,10.9289
-0.0333,7.7736
2.714,1.0639
-2.3472,13.4249
1.2672,4.5974
1.9119,3.0229
0.9899,5.2747
1.1052,4.9931
-1.1551,10.5134
-3.0681,15.1856
2.9347,0.5249
2.787,0.8856
-1.8249,12.1493
-2.0344,12.6609
1.5238,3.9707
0.9294,5.4224
2.1618,2.4125
-0.8361,9.7343
-2.4598,13.6999
-1.3313,10.9438
-3.0282,15.0881
-1.8212,12.1402
-2.6997,14.2858
1.3677,4.352
-0.7527,9.5306
0.1478,7.3313
-2.2473,13.1809
3.099,0.1236
0.8432,5.633
0.8802,5.5426
-2.6672,14.2064
-1.7129,11.8757
0.0958,7.4583
1.6939,3.5553
-2.2456,13.1768
-2.8322,14.6094
1.2112,4.7342
3.018,0.3214
2.1771,2.3752
-1.3967,11.1035
1.154,4.8739
-0.1578,8.0777
-0.9487,10.0093
-2.185,13.0288
-2.2081,13.0852
-0.8219,9.6996
1.169,4.8372
-2.5087,13.8193
0.3868,6.7476
-2.814,14.565
-0.9477,10.0069
-1.167,10.5425
0.2932,6.9762
0.2014,7.2004
2.8336,0.7718
-1.0145,10.17
0.0896,7.4735
-2.1657,12.9816
1.302,4.5124
-2.4398,13.651
-0.2211,8.2323
1.1474,4.89
0.0302,7.6185
0.8825,5.537
0.631,6.1512
-2.5308,13.8733
-1.4707,11.2842
-2.2658,13.2261
3.0771,0.1771
-2.1916,13.0449
2.2376,2.2274
-2.7932,14.5142
2.6382,1.249
2.5313,1.5101
-1.1888,10.5957
1.8953,3.0634
2.3252,2.0135
0.5232,6.4145
-1.692,11.8247
1.1476,4.8895
-0.3475,8.541
-0.2954,8.4138
-0.8002,9.6466
1.7187,3.4947
-2.6059,14.0567
1.103,4.9984
-1.6642,11.7568
-2.1624,12.9736
-2.2439,13.1726
-1.3434,10.9733
0.1997,7.2046
-2.1718,12.9965
1.1658,4.8451
1.8593,3.1513
-2.0768,12.7645
0.4832,6.5122
-0.879,9.8391
-1.2528,10.752
0.7157,5.9443
0.8663,5.5765
-2.7502,14.4091
2.4257,1.768
-2.2705,13.2376
-1.424,11.1702
2.4445,1.7221
-0.3675,8.5899
-0.9793,10.0841
0.4897,6.4963
-0.9953,10.1231
-0.3292,8.4963
-0.0812,7.8906
0.2727,7.0263
-0.4384,8.763
-0.2594,8.3258
-0.6293,9.2293
-1.0459,10.2467
-0.738,9.4947
-0.9997,10.1339
1.6499,3.6627
2.7398,1.0009
-2.7797,14.4812
-2.3389,13.4046
-1.3927,11.0937
-0.1517,8.0628
-2.2391,13.1609
-1.1152,10.416
2.8503,0.731
1.1043,4.9953
0.507,6.4541
1.6711,3.611
2.2173,2.277
-2.9108,14.8014
-0.0693,7.8616
2.6776,1.1528
0.085,7.4847
2.4786,1.6388
-1.1271,10.445
2.4183,1.7861
-1.6704,11.7719
1.7884,3.3245
0.4499,6.5935
-0.6437,9.2644
1.8005,3.2949
-2.6845,14.2487
0.5183,6.4265
1.4695,4.1033
-0.2862,8.3913
2.4975,1.5926
2.3112,2.0476
2.339,1.9797
-2.117,12.8627
-0.9275,9.9575
-3.1189,15.3096
0.5499,6.3493
2.7156,1.06
-0.5025,8.9196
2.0413,2.7068
1.3962,4.2824
-2.6978,14.2812
-0.7335,9.4837
1.7801,3.3448
-3.0202,15.0686
-0.4003,8.67
-2.0008,12.5789
-0.9006,9.8918
-2.5743,13.9795
0.8369,5.6483
1.3126,4.4865
0.149,7.3284
2.0501,2.6853
-2.5742,13.9793
-2.5646,13.9558
1.4177,4.2298
-2.5332,13.8792
2.5051,1.5741
-2.2686,13.2329
1.5931,3.8015
0.7874,5.7692
-0.0479,7.8093
0.8199,5.6899
-2.4255,13.6161
2.2576,2.1786
1.0053,5.2371
0.3518,6.8331
0.5786,6.2792
-2.0182,12.6214
2.9482,0.4919
0.8926,5.5123
0.9345,5.41
-3.0398,15.1164
-2.913,14.8068
-2.5941,14.0279
2.3187,2.0293
-1.3979,11.1064
-0.3649,8.5835
2.0215,2.7552
-0.3526,8.5535
-2.5697,13.9683
-0.3773,8.6138
-0.7177,9.4452
-1.6484,11.7182
1.2449,4.6519
0.2958,6.9699
1.0299,5.177
-0.5935,9.1418
1.0583,5.1076
-0.3242,8.4841
-1.9149,12.3691
2.3057,2.0611
0.6824,6.0257
2.5859,1.3767
2.6705,1.1701
1.7247,3.4801
2.6419,1.24
-2.7182,14.331
-2.3984,13.5499
2.3331,1.9942
-2.4387,13.6484
-1.2985,10.8636
-2.9349,14.8602
-1.6561,11.737
-2.6102,14.0672
0.8382,5.6452
-2.4849,13.7612
0.1197,7.4
0.9148,5.4581
1.3187,4.4716
-2.4724,13.7307
-1.3231,10.9237
-0.1374,8.0279
-1.1598,10.5249
3.1165,0.0809
-0.5409,9.0134
0.3376,6.8678
2.8274,0.7869
0.1704,7.2761
-2.2221,13.1194
1.9118,3.0231
0.6898,6.0076
3.1045,0.1102
1.2729,4.5835
1.7212,3.4886
0.3193,6.9125
0.4413,6.6145
1.2627,4.6084
2.1728,2.3857
2.546,1.4742
-2.2976,13.3038
0.6696,6.0569
-1.955,12.467
-0.3491,8.5449
1.5249,3.968
-1.4805,11.3081
-1.5478,11.4725
-2.7937,14.5154
1.4854,4.0645
2.3582,1.9329
-3.0152,15.0564
-0.5513,9.0388
1.721,3.4891
1.6359,3.6969
-0.7457,9.5135
-0.0241,7.7512
-0.0011,7.695
-1.542,11.4583
-2.8166,14.5713
0.7252,5.9211
-1.6069,11.6169
-1.8194,12.1358
-0.9667,10.0533
1.3924,4.2916
1.6983,3.5445
0.7725,5.8056
1.5875,3.8151
0.2021,7.1987
-1.6096,11.6234
-1.2728,10.8009
-0.3228,8.4807
-1.6787,11.7922
1.453,4.1436
2.5804,1.3902
1.5303,3.9548
2.4285,1.7612
1.6155,3.7468
1.063,5.0961
0.0559,7.5558
2.7044,1.0873
-2.9856,14.9841
0.2219,7.1504
2.9836,0.4054
2.0723,2.6311
2.817,0.8123
0.8483,5.6205
1.8874,3.0827
1.9571,2.9125
0.7327,5.9028
-1.4095,11.1347
0.9663,5.3323
1.1804,4.8094
1.1744,4.8241
-1.9925,12.5586
2.9926,0.3835
-2.1296,12.8934
-0.7754,9.5861
-2.0524,12.7049
2.9755,0.4252
-0.9042,9.9006
3.0029,0.3583
2.138,2.4707
2.3807,1.8779
2.9301,0.5361
-2.682,14.2426
-1.7548,11.9781
-1.8777,12.2782
-0.6455,9.2688
2.7591,0.9537
2.6766,1.1552
0.8359,5.6508
-1.4233,11.1684
-1.3289,10.9379
1.3211,4.4658
-1.0649,10.2931
2.6029,1.3352
2.4569,1.6918
2.8003,0.8531
0.4363,6.6267
-0.1806,8.1334
1.0319,5.1721
0.1681,7.2818
2.4321,1.7524
0.4833,6.5119
-0.8076,9.6647
0.4505,6.592
1.298,4.5222
1.2936,4.5329
-1.58,11.5512
2.4973,1.5931
-1.8576,12.2291
-1.8768,12.276
1.0978,5.0111
-0.4874,8.8827
0.3008,6.9577
-0.5877,9.1277
0.7941,5.7529
-0.1324,8.0157
-0.244,8.2882
1.6006,3.7831
-2.8994,14.7735
-0.531,8.9892
2.3558,1.9387
1.6832,3.5814
-1.8503,12.2113
-2.3397,13.4066
2.8182,0.8094
2.2407,2.2198
0.6636,6.0716
1.5782,3.8379
-1.7307,11.9192
-1.881,12.2863
-2.9662,14.9367
2.5918,1.3623
2.8183,0.8092
0.2226,7.1486
-0.6826,9.3594
2.2135,2.2863
2.9807,0.4125
-0.3771,8.6133
0.0273,7.6256
-1.1126,10.4096
2.1748,2.3808
-2.9255,14.8373
2.3985,1.8344
2.0788,2.6152
-2.9944,15.0056
-0.2712,8.3547
2.5158,1.5479
1.4296,4.2008
-0.2052,8.1935
1.5869,3.8166
0.4169,6.6741
1.6269,3.7189
1.9984,2.8116
0.0752,7.5086
-1.1823,10.5798
3.0876,0.1514
-1.4565,11.2495
0.8848,5.5314
-2.9658,14.9357
-1.803,12.0958
0.7194,5.9353
0.5425,6.3674
-1.3199,10.9159
-2.2803,13.2615
-1.5143,11.3907
-2.1344,12.9052
2.1386,2.4692
-1.0313,10.2111
0.5324,6.392
-2.9322,14.8536
-0.6747,9.3401
2.791,0.8758
-2.7783,14.4778
2.0981,2.5681
2.0147,2.7718
0.9199,5.4456
2.0751,2.6243
2.0506,2.6841
1.6276,3.7172
1.069,5.0815
0.5317,6.3937
-0.282,8.381
0.5613,6.3214
0.2896,6.985
0.9931,5.2669
0.8665,5.576
1.713,3.5086
1.2159,4.7227
3.0284,0.296
-1.8534,12.2189
1.5842,3.8232
-1.5337,11.4381
-2.3251,13.3709
2.9682,0.4431
-0.6975,9.3958
-3.1138,15.2972
1.8698,3.1257
1.19,4.786
0.7759,5.7973
-1.6201,11.6491
1.2431,4.6563
-1.6936,11.8286
-1.0113,10.1622
0.5399,6.3737
-2.8799,14.7259
-2.759,14.4306
-1.7889,12.0614
0.4085,6.6946
-2.9598,14.921
-0.5868,9.1255
2.1623,2.4113
-2.4058,13.568
0.1415,7.3467
-1.7745,12.0262
2.09,2.5879
1.1729,4.8277
-2.0159,12.6158
0.631,6.1512
0.2907,6.9823
-0.8187,9.6918
1.5833,3.8254
0.2933,6.976
-0.0381,7.7854
3.1035,0.1126
-3.0646,15.177
2.7194,1.0507
2.8374,0.7625
2.0001,2.8074
-2.9893,14.9931
2.9543,0.477
-1.5438,11.4627
2.7406,0.9989
-2.7452,14.3969
-0.5851,9.1213
-0.7448,9.5113
0.6785,6.0352
0.9166,5.4537
-0.3274,8.4919
1.6456,3.6732
-1.2119,10.6521
-1.9357,12.4199
-2.522,13.8518
-1.0345,10.2189
1.7284,3.471
0.5194,6.4238
0.9028,5.4874
-1.8069,12.1053
2.1274,2.4965
2.8687,0.6861
-2.3305,13.3841
-0.1181,7.9807
-1.1204,10.4287
-1.6585,11.7429
-2.8947,14.7621
2.3908,1.8532
1.5877,3.8147
1.805,3.2839
-1.7784,12.0357
2.1177,2.5202
3.0688,0.1974
-2.1177,12.8644
-0.0347,7.7771
-2.1122,12.8509
0.1796,7.2537
0.883,5.5357
-2.7771,14.4748
-2.7166,14.3271
2.034,2.7247
0.6134,6.1942
0.0922,7.4671
0.1655,7.2881
-0.7075,9.4202
1.6765,3.5978
2.6517,1.216
-1.0106,10.1605
1.7041,3.5304
-0.9055,9.9038
2.3997,1.8315
0.527,6.4052
-1.9531,12.4624
-2.4043,13.5643
2.6923,1.1169
2.1563,2.426
-0.6738,9.3379
0.2797,7.0092
1.1711,4.8321
-0.3232,8.4817
-2.9189,14.8212
-1.5681,11.5221
-2.2798,13.2603
-0.1914,8.1598
-0.1176,7.9795
-0.3594,8.5701
0.57,6.3002
1.1127,4.9748
-2.5598,13.9441
1.497,4.0362
-3.1402,15.3616
0.7962,5.7477
0.9274,5.4273
2.5928,1.3599
-3.0791,15.2124
0.0408,7.5927
-0.5296,8.9858
-0.2473,8.2963
-0.212,8.2101
-0.4952,8.9017
-3.0205,15.0693
0.0741,7.5113
-1.0947,10.3659
-0.5912,9.1362
-0.2894,8.3991
0.334,6.8766
0.6326,6.1473
-2.231,13.1411
1.3636,4.362
1.5985,3.7883
-0.698,9.397
-0.1757,8.1214
1.2248,4.701
2.5297,1.514
-1.8867,12.3002
1.3422,4.4142
-0.8943,9.8765
-0.4916,8.8929
-2.7954,14.5195
-2.9229,14.8309
-1.6794,11.7939
2.9994,0.3668
-1.5855,11.5646
1.885,3.0886
-0.475,8.8524
-1.8754,12.2726
-2.5671,13.962
-2.8552,14.6656
0.6737,6.0469
-1.7599,11.9905
-0.1317,8.014
1.892,3.0715
-0.5825,9.115
1.5702,3.8574
-1.7313,11.9207
-2.6233,14.0992
2.4881,1.6156
-2.0509,12.7012
-1.0071,10.152
0.0059,7.6779
-1.1398,10.476
0.8864,5.5274
3.0343,0.2816
1.3844,4.3112
1.4913,4.0501
