HA,W_L
1.2304,6.1299
-1.573,3.8476
-0.0774,5.0652
0.1501,5.2504
0.1018,5.2111
0.8519,5.8217
-0.5676,4.6661
-1.1984,4.1526
-0.5298,4.6969
0.4044,5.4574
1.6638,6.4827
2.5643,7.2158
0.3041,5.3758
3.0071,7.5763
-2.7146,2.9182
1.7776,6.5754
-0.2525,4.9226
0.4699,5.5108
-1.8547,3.6183
0.232,5.3171
-2.1554,3.3735
-2.5073,3.087
-0.3054,4.8796
-0.9443,4.3594
-2.4463,3.1367
-3.0388,2.6543
0.8116,5.7889
-1.5618,3.8567
-0.5298,4.6969
-3.0848,2.6169
-1.1008,4.232
-1.3843,4.0012
2.222,6.9371
-0.0926,5.0528
2.4372,7.1123
0.1832,5.2773
2.6933,7.3208
2.5664,7.2175
-1.7241,3.7246
2.5995,7.2445
-1.6377,3.7949
-0.8517,4.4348
-1.5491,3.8671
2.6873,7.3159
2.2145,6.931
0.9935,5.937
-3.0882,2.6141
0.2829,5.3585
1.5358,6.3785
1.1144,6.0354
2.9481,7.5283
0.231,5.3163
-0.7432,4.5232
2.198,6.9176
-3.044,2.6501
-2.8824,2.7816
2.7548,7.3709
-1.1672,4.178
0.7936,5.7743
1.9157,6.6878
-0.3566,4.8379
-0.8588,4.4291
1.5371,6.3796
2.755,7.3711
-2.5234,3.0739
-0.0857,5.0584
2.0054,6.7608
0.9368,5.8909
0.0555,5.1734
2.0342,6.7843
0.7716,5.7564
3.0741,7.6308
-1.4858,3.9186
-2.0654,3.4468
2.6951,7.3223
0.1878,5.2811
0.6615,5.6667
1.9288,6.6984
-1.3787,4.0058
-0.628,4.6169
3.0967,7.6492
1.5577,6.3963
-1.5171,3.8931
-2.9056,2.7627
-1.1966,4.154
2.6992,7.3256
-0.7808,4.4926
-1.8201,3.6465
-2.8753,2.7874
-2.5316,3.0672
-2.5852,3.0236
-2.6423,2.9771
-0.25,4.9247
2.7655,7.3796
1.8829,6.6611
2.9376,7.5197
-1.6507,3.7844
-1.3884,3.9979
-2.7437,2.8946
-0.0251,5.1078
-0.0458,5.0909
1.7595,6.5606
-1.5393,3.8751
0.4046,5.4576
2.0873,6.8275
-2.3359,3.2265
-1.2059,4.1465
0.5833,5.6031
-2.6069,3.0059
3.041,7.6039
1.6496,6.4711
1.5116,6.3588
-0.9905,4.3218
0.2489,5.3308
-2.9575,2.7205
-0.7546,4.5139
1.2159,6.1181
-1.9584,3.5339
0.1918,5.2844
2.6119,7.2546
2.1825,6.905
1.5647,6.402
1.3739,6.2467
2.2776,6.9824
0.9214,5.8783
0.6156,5.6294
-1.2032,4.1487
-0.4163,4.7893
-0.7622,4.5077
0.0331,5.1552
0.9661,5.9147
0.3599,5.4212
0.5803,5.6006
2.1916,6.9124
1.7686,6.568
-2.7583,2.8827
1.6354,6.4596
1.5726,6.4085
1.6607,6.4802
-1.6173,3.8116
2.6,7.2449
-1.5353,3.8783
3.0471,7.6089
2.3032,7.0032
1.1583,6.0712
1.9466,6.7129
-1.2715,4.0931
-1.4129,3.978
-2.1528,3.3756
-3.1102,2.5962
1.9028,6.6773
0.88,5.8446
-1.1486,4.1931
-1.6483,3.7863
0.3857,5.4422
2.2778,6.9826
-0.0305,5.1034
1.5743,6.4098
0.9525,5.9036
3.0132,7.5813
2.2978,6.9988
-1.76,3.6954
-2.6578,2.9645
2.3757,7.0623
2.0064,6.7616
-1.9679,3.5261
0.9867,5.9315
2.3929,7.0763
1.3638,6.2385
0.6281,5.6395
-1.12,4.2164
1.2175,6.1194
-2.7954,2.8525
2.1422,6.8722
2.1405,6.8708
-1.8775,3.5997
0.213,5.3016
-0.3274,4.8617
0.5253,5.5559
2.569,7.2196
2.149,6.8777
-3.0111,2.6769
-1.2632,4.0998
0.8372,5.8098
2.9377,7.5198
0.0212,5.1455
-0.282,4.8986
-0.2904,4.8918
2.5898,7.2366
-1.4242,3.9688
-1.2848,4.0822
-1.3716,4.0116
-0.8199,4.4607
-0.8033,4.4742
-1.5363,3.8775
-2.0045,3.4963
0.4621,5.5044
-1.9342,3.5536
0.2649,5.3439
-2.31,3.2476
-1.3007,4.0693
1.0747,6.0031
-0.4848,4.7335
0.1229,5.2283
-1.5909,3.833
0.5056,5.5398
-0.9092,4.388
-0.6879,4.5682
-1.1808,4.1669
0.6511,5.6583
3.0516,7.6125
-1.7037,3.7412
-1.6067,3.8202
2.8453,7.4446
0.1781,5.2732
-1.2028,4.149
2.9227,7.5076
-0.6923,4.5646
1.2234,6.1242
2.452,7.1244
0.014,5.1396
-2.7398,2.8977
-0.0638,5.0763
2.0314,6.782
2.9352,7.5178
-0.3501,4.8432
1.6721,6.4895
-1.6623,3.7749
2.2403,6.952
-1.9575,3.5346
-1.1884,4.1607
1.6661,6.4846
1.1853,6.0932
0.4433,5.4891
-1.2992,4.0705
-2.4099,3.1663
1.9782,6.7387
1.1613,6.0736
-0.1761,4.9848
0.6612,5.6665
-2.4677,3.1192
1.8873,6.6647
-0.7418,4.5243
0.1681,5.2651
-1.5047,3.9032
-1.0925,4.2388
2.5278,7.1861
-1.171,4.1749
-0.7048,4.5544
-2.3232,3.2369
2.3837,7.0688
2.688,7.3165
-1.9663,3.5274
1.6346,6.4589
-0.594,4.6446
-3.0524,2.6432
-3.0162,2.6727
-2.7572,2.8836
1.1325,6.0502
0.7533,5.7415
1.6137,6.4419
0.525,5.5556
0.5882,5.6071
0.5721,5.594
0.3474,5.411
-0.9491,4.3555
-1.046,4.2767
-2.71,2.922
-2.3344,3.2278
-0.5355,4.6923
-0.4607,4.7531
2.3554,7.0457
0.7773,5.761
1.1677,6.0788
-2.455,3.1296
2.9039,7.4923
-1.8949,3.5856
2.5218,7.1812
-1.8937,3.5865
-0.3655,4.8307
-0.5456,4.684
0.8541,5.8235
1.8805,6.6591
3.1267,7.6737
-2.4603,3.1253
-1.4678,3.9333
-0.5423,4.6867
1.4537,6.3117
0.9473,5.8994
2.2843,6.9879
1.9287,6.6984
2.8112,7.4168
2.5569,7.2098
-1.5557,3.8617
2.0869,6.8272
1.9336,6.7024
-0.9994,4.3146
-2.7009,2.9294
2.9648,7.5419
0.1035,5.2125
2.4785,7.146
-1.7617,3.694
-2.4278,3.1517
-2.5239,3.0735
-2.0001,3.4999
1.1755,6.0852
-0.8922,4.4019
2.4102,7.0904
-1.3555,4.0247
0.0642,5.1805
-1.0624,4.2633
1.6682,6.4863
-3.1295,2.5805
1.4759,6.3297
1.9367,6.7049
-0.8954,4.3993
0.3218,5.3902
-0.9805,4.33
0.4594,5.5022
2.467,7.1366
-2.8869,2.778
1.5296,6.3735
-1.1962,4.1544
1.7996,6.5933
-2.4445,3.1381
0.6948,5.6938
-1.1581,4.1854
2.0445,6.7926
-1.7881,3.6725
-2.4625,3.1235
1.0086,5.9493
0.8593,5.8278
-2.303,3.2533
-1.6533,3.7822
-0.0903,5.0547
-1.4219,3.9706
0.7004,5.6984
-3.1025,2.6025
-2.6147,2.9996
1.5643,6.4017
1.3462,6.2241
-1.4115,3.9791
-0.0013,5.1271
-1.9752,3.5202
2.9907,7.5629
-2.0744,3.4394
-0.3485,4.8445
0.2362,5.3205
1.0488,5.982
-2.3809,3.1899
0.375,5.4335
-1.1433,4.1974
-1.8586,3.6151
2.8767,7.4701
2.5758,7.2252
-0.4508,4.7612
0.4619,5.5042
-2.0967,3.4213
-0.1996,4.9657
0.4251,5.4743
-2.6407,2.9784
1.9183,6.6899
-1.788,3.6726
2.3495,7.0409
-1.329,4.0463
-2.0721,3.4413
-1.0399,4.2816
0.8907,5.8533
-0.8693,4.4205
2.2017,6.9206
-0.6542,4.5956
2.6174,7.259
2.1895,6.9107
-1.8184,3.6478
1.2475,6.1438
2.5302,7.188
1.8621,6.6441
-1.1442,4.1967
-0.9151,4.3832
0.3394,5.4045
-2.2176,3.3229
1.593,6.4251
1.8004,6.5939
2.2669,6.9737
0.7046,5.7018
-0.1069,5.0412
-0.6697,4.583
1.111,6.0327
-0.7099,4.5503
2.2469,6.9574
-1.0327,4.2875
0.1034,5.2124
-2.0933,3.424
-2.1886,3.3465
2.9179,7.5037
-0.6858,4.5699
-0.9512,4.3538
-2.2332,3.3102
-2.6803,2.9462
0.7509,5.7395
0.5847,5.6042
0.3554,5.4175
-2.6107,3.0028
-0.9303,4.3708
-0.3974,4.8047
2.4351,7.1106
2.9981,7.569
-3.0868,2.6152
-3.0604,2.6367
1.0104,5.9508
1.7247,6.5323
2.7273,7.3485
-2.6875,2.9403
0.2157,5.3038
-1.3836,4.0018
2.8146,7.4196
-2.1405,3.3856
-1.5622,3.8564
1.5547,6.3939
2.5525,7.2062
-0.8148,4.4649
-0.4262,4.7812
-0.7158,4.5455
2.489,7.1545
2.1465,6.8757
1.682,6.4975
0.2065,5.2963
1.861,6.6432
2.5648,7.2162
-3.0417,2.6519
0.8481,5.8186
1.3789,6.2508
2.7624,7.3771
2.0828,6.8238
1.6014,6.4319
2.444,7.1179
-2.1974,3.3393
-1.3122,4.0599
-0.1315,5.0212
-2.823,2.83
-0.9684,4.3398
1.0934,6.0183
1.1983,6.1037
0.5058,5.54
-2.801,2.8479
0.4736,5.5138
-1.0051,4.31
0.23,5.3154
-2.5034,3.0902
0.5239,5.5547
-0.0895,5.0553
-0.815,4.4647
0.527,5.5572
-3.0825,2.6187
0.6801,5.6819
0.7381,5.7291
0.2437,5.3266
-1.5206,3.8903
-3.0117,2.6764
1.8457,6.6308
1.7738,6.5723
-0.5513,4.6794
2.9941,7.5657
-0.5224,4.7029
-1.909,3.5741
0.4521,5.4963
-0.1556,5.0015
1.3636,6.2383
-2.6792,2.9471
2.0302,6.781
0.5339,5.5629
1.3888,6.2588
1.8047,6.5974
1.5169,6.3631
-2.6633,2.96
-2.1919,3.3438
-1.9719,3.5229
0.098,5.208
-0.5667,4.6669
2.2061,6.9242
1.0304,5.9671
2.6041,7.2482
3.1184,7.6669
0.3749,5.4334
-0.9253,4.3749
0.5819,5.6019
-0.8185,4.4619
1.9314,6.7006
2.247,6.9575
-2.239,3.3054
0.1107,5.2183
-1.6273,3.8034
-2.1858,3.3487
-0.0783,5.0645
-0.752,4.516
-2.8303,2.8241
-1.113,4.2221
2.1488,6.8775
1.9114,6.6843
-0.5588,4.6733
-3.0123,2.6759
1.4223,6.2861
1.4844,6.3367
-0.7646,4.5057
3.0858,7.6404
1.7747,6.573
-2.5716,3.0347
-0.6143,4.6281
2.8035,7.4105
1.619,6.4462
-2.0921,3.425
1.3255,6.2073
-3.1342,2.5766
0.0071,5.134
1.0472,5.9807
0.0206,5.145
-3.0909,2.6119
2.5892,7.2361
-2.8461,2.8112
2.9019,7.4906
2.4432,7.1172
-2.0641,3.4478
0.9466,5.8988
-1.3011,4.069
-0.9917,4.3209
-1.0092,4.3066
-2.6493,2.9714
-1.9479,3.5424
2.7747,7.3871
2.4064,7.0873
2.617,7.2587
1.1004,6.024
-1.706,3.7393
3.0955,7.6483
2.6558,7.2903
-3.0866,2.6154
-1.2699,4.0944
-1.6904,3.752
0.7347,5.7263
-1.5712,3.8491
-1.3278,4.0472
0.4341,5.4816
0.1094,5.2173
3.0826,7.6378
1.5029,6.3517
1.7639,6.5642
2.8358,7.4368
-2.1408,3.3854
-0.1761,4.9848
-1.9679,3.5261
2.0628,6.8075
1.2745,6.1658
-2.6671,2.9569
2.3889,7.073
-2.3893,3.1831
-2.4946,3.0973
2.2775,6.9823
0.8663,5.8335
-1.3058,4.0652
0.2503,5.332
-2.0957,3.4221
-0.0639,5.0762
-0.1581,4.9995
0.1547,5.2541
-0.1925,4.9715
-0.3164,4.8706
-0.3811,4.818
-0.7854,4.4888
1.8929,6.6692
-1.1735,4.1729
-1.3443,4.0338
2.4571,7.1285
1.6705,6.4882
2.0164,6.7698
0.1636,5.2614
1.6778,6.4941
-2.7335,2.9029
-0.346,4.8465
-1.3143,4.0582
0.2821,5.3579
1.9594,6.7234
2.7217,7.3439
-0.4767,4.7401
-2.1877,3.3472
2.8413,7.4413
2.8506,7.4489
-2.2562,3.2914
-0.996,4.3174
-1.402,3.9868
1.3048,6.1904
0.3951,5.4499
-2.634,2.9839
1.8535,6.6371
2.4416,7.1159
-2.9202,2.7509
0.666,5.6704
2.5882,7.2353
1.8513,6.6354
0.6657,5.6702
2.8062,7.4127
-0.2071,4.9596
2.8769,7.4703
-0.0815,5.0619
-1.1483,4.1934
1.0887,6.0145
0.2546,5.3355
-0.0493,5.0881
-2.172,3.36
-1.0041,4.3108
-1.1049,4.2287
-3.1383,2.5733
-3.055,2.6411
-2.0771,3.4372
-0.9424,4.361
1.391,6.2606
2.9691,7.5454
2.2943,6.996
-1.536,3.8777
2.4069,7.0877
-2.6289,2.988
-1.8092,3.6553
-1.8669,3.6084
0.5551,5.5801
1.4243,6.2877
-1.8114,3.6535
-2.9316,2.7416
2.3558,7.0461
1.063,5.9936
-1.3159,4.0569
0.0641,5.1804
-2.0254,3.4793
1.8028,6.5959
-2.8532,2.8054
-0.0395,5.096
-0.4188,4.7873
-2.112,3.4088
-1.7214,3.7268
-2.7479,2.8911
1.2809,6.171
1.5562,6.3951
-0.3979,4.8043
2.4327,7.1087
2.7564,7.3722
1.5999,6.4307
2.8982,7.4876
2.4879,7.1536
-1.9513,3.5396
-3.0567,2.6397
-1.6251,3.8052
-2.9666,2.7131
2.4887,7.1543
2.925,7.5095
-0.6099,4.6317
0.3266,5.3941
2.6247,7.265
0.8871,5.8504
-0.217,4.9515
-2.6393,2.9795
-2.5814,3.0267
-0.4134,4.7917
-2.5466,3.055
1.3079,6.193
1.8796,6.6584
-2.4615,3.1243
-0.8462,4.4393
-2.5181,3.0782
2.5522,7.206
-0.0354,5.0994
-2.9723,2.7084
-3.0998,2.6047
-2.6205,2.9948
0.4217,5.4715
-3.0445,2.6497
1.5445,6.3856
0.7226,5.7165
0.0711,5.1861
1.7394,6.5443
-0.0658,5.0746
1.1759,6.0855
0.5537,5.579
-2.8627,2.7977
0.158,5.2568
-1.4319,3.9625
-1.4405,3.9555
-0.6194,4.624
-2.4849,3.1052
1.7448,6.5487
1.6404,6.4637
2.7025,7.3283
1.1062,6.0288
-1.4637,3.9366
1.7394,6.5443
0.8482,5.8187
0.0818,5.1948
3.1243,7.6717
-2.1255,3.3978
-1.3635,4.0182
-2.3771,3.193
3.0329,7.5973
-0.9533,4.3521
-1.4025,3.9864
0.9416,5.8948
-0.0248,5.108
2.558,7.2107
-1.0827,4.2468
2.3741,7.061
2.5064,7.1687
0.8757,5.8411
-1.4124,3.9784
-2.4177,3.1599
3.1258,7.6729
2.0673,6.8112
1.7796,6.577
2.3412,7.0342
1.624,6.4503
-0.3742,4.8236
-0.8028,4.4746
-1.9736,3.5215
-2.9408,2.7341
1.0601,5.9912
-0.8731,4.4174
1.2052,6.1094
0.9061,5.8659
-0.4569,4.7562
0.9389,5.8926
1.4463,6.3056
0.744,5.7339
-1.8282,3.6399
-1.0098,4.3061
2.6402,7.2776
2.6215,7.2624
-1.5267,3.8853
2.378,7.0641
-2.0429,3.4651
-0.3095,4.8762
1.9525,6.7177
-2.0945,3.4231
-1.2537,4.1076
2.1853,6.9073
1.6707,6.4883
2.91,7.4972
-2.0515,3.4581
-2.586,3.0229
-1.4461,3.9509
-1.257,4.1049
-1.9235,3.5623
2.0087,6.7635
-1.699,3.745
-3.0378,2.6551
-1.2814,4.085
-0.7341,4.5306
-0.4114,4.7933
-0.4698,4.7457
0.3231,5.3912
-0.683,4.5722
-2.9154,2.7548
-0.0865,5.0578
-1.6601,3.7767
2.3403,7.0334
3.0431,7.6056
-0.7389,4.5267
-1.7227,3.7258
-1.2033,4.1486
-2.7989,2.8496
1.0169,5.9561
2.9334,7.5163
2.1928,6.9134
-0.5498,4.6806
-2.4007,3.1738
-0.7371,4.5281
-1.2277,4.1287
-3.0073,2.68
-1.5414,3.8733
-0.556,4.6756
2.186,6.9078
-0.6372,4.6095
-2.0547,3.4555
2.8655,7.461
1.0204,5.9589
-0.5524,4.6785
1.2446,6.1414
-2.4429,3.1394
1.7634,6.5638
-0.6943,4.563
-0.9197,4.3795
0.818,5.7941
-0.5763,4.659
-1.6694,3.7691
2.7181,7.341
2.598,7.2432
-2.4942,3.0977
-1.3764,4.0077
-2.8654,2.7955
-2.9761,2.7054
2.3764,7.0628
2.5951,7.2409
-1.2379,4.1204
2.8749,7.4687
-1.6969,3.7468
-0.6889,4.5674
-2.0032,3.4974
0.3244,5.3923
2.4891,7.1546
-1.7471,3.7059
-2.851,2.8072
-1.2096,4.1435
-1.272,4.0927
-1.8082,3.6561
-2.971,2.7095
-0.0082,5.1215
0.8172,5.7935
-2.7066,2.9248
-2.3162,3.2426
3.0288,7.594
-0.8633,4.4254
-0.9433,4.3603
-0.7952,4.4808
3.1093,7.6595
-2.3081,3.2492
-1.3122,4.0599
-0.5842,4.6526
-1.1758,4.171
-2.7445,2.8939
-0.0503,5.0873
2.4858,7.1519
1.7327,6.5388
1.3733,6.2462
1.8137,6.6047
1.2597,6.1537
-0.2955,4.8876
-0.2936,4.8892
-2.0809,3.4341
-2.118,3.4039
-1.8545,3.6185
-1.9723,3.5226
2.1539,6.8817
0.9794,5.9255
1.1947,6.1008
3.1382,7.683
-2.3776,3.1926
-1.9968,3.5026
-1.3658,4.0163
1.562,6.3998
1.8461,6.6311
2.1745,6.8985
-3.1248,2.5843
-2.3399,3.2233
-1.436,3.9592
2.8798,7.4727
-0.2525,4.9226
-0.0777,5.0649
-2.1826,3.3513
1.4749,6.3289
-1.1247,4.2126
-0.6702,4.5826
-2.799,2.8495
2.7373,7.3566
1.2344,6.1331
1.7906,6.5859
1.1541,6.0678
2.2786,6.9832
-1.7237,3.7249
-2.9991,2.6866
-1.9926,3.506
-1.0603,4.265
-2.2371,3.307
2.8989,7.4882
-0.162,4.9963
1.7546,6.5566
-2.4236,3.1551
1.8955,6.6713
0.377,5.4351
-2.6869,2.9408
-2.3816,3.1893
-2.276,3.2753
-2.982,2.7006
-2.851,2.8072
0.03,5.1526
0.6526,5.6595
-0.5348,4.6928
-1.2391,4.1195
2.4932,7.1579
-1.5357,3.878
0.2085,5.2979
-0.0425,5.0936
1.6986,6.511
3.0804,7.636
-1.9669,3.5269
-2.7075,2.924
1.9071,6.6808
1.8738,6.6537
1.8024,6.5955
-0.9967,4.3168
0.4205,5.4705
-0.6662,4.5858
0.1473,5.2481
-0.5127,4.7108
2.9652,7.5422
-2.8368,2.8188
-1.9825,3.5142
-0.525,4.7008
0.8339,5.8071
-0.1898,4.9737
-0.8657,4.4234
-1.1546,4.1882
1.2915,6.1796
1.1731,6.0832
2.7324,7.3527
0.9944,5.9377
-1.3069,4.0643
-1.0895,4.2412
-2.7471,2.8918
-0.2006,4.9649
-2.7814,2.8639
-1.0521,4.2717
1.9189,6.6904
-0.6931,4.564
-2.8775,2.7856
0.6175,5.6309
2.601,7.2457
0.579,5.5996
1.8223,6.6117
-2.5001,3.0929
-3.0222,2.6678
-0.2756,4.9038
-2.994,2.6908
0.138,5.2406
-1.0394,4.282
0.8359,5.8087
0.2914,5.3654
1.4451,6.3047
-1.8924,3.5876
-2.9852,2.6979
1.3753,6.2478
0.3391,5.4043
0.3953,5.45
2.5565,7.2095
-0.5653,4.668
2.0217,6.7741
-2.7936,2.8539
-2.5489,3.0531
-1.1001,4.2326
-0.9772,4.3327
2.9105,7.4977
2.7826,7.3935
2.8716,7.466
0.3209,5.3895
-1.0808,4.2483
1.1956,6.1015
1.7789,6.5764
1.5567,6.3955
-2.9882,2.6955
-2.7246,2.9101
-0.8367,4.447
-0.3632,4.8325
-1.9254,3.5607
3.0998,7.6518
2.2636,6.971
-1.0786,4.2501
0.7852,5.7674
0.1304,5.2344
-3.0757,2.6243
2.7182,7.3411
1.2218,6.1229
-2.8927,2.7733
-0.3964,4.8055
-1.4806,3.9228
-3.0524,2.6432
-1.0364,4.2845
-0.6764,4.5775
2.7154,7.3388
2.4612,7.1319
0.0185,5.1433
-0.2795,4.9007
0.7242,5.7178
-2.4151,3.1621
0.2388,5.3226
-2.1742,3.3582
-2.444,3.1385
0.1571,5.2561
2.6627,7.2959
0.41,5.462
-1.423,3.9697
-2.6807,2.9458
-0.7112,4.5492
2.4721,7.1407
-0.7085,4.5514
1.4352,6.2966
-2.767,2.8756
-2.7653,2.877
-0.2456,4.9283
1.5734,6.4091
1.0366,5.9721
1.8991,6.6743
-0.3416,4.8501
-0.1896,4.9739
-0.606,4.6349
-1.9546,3.537
2.5878,7.2349
2.3388,7.0322
-0.3521,4.8416
0.188,5.2813
-0.8535,4.4334
1.6601,6.4797
-1.1277,4.2101
-0.0995,5.0472
1.9042,6.6784
0.5026,5.5374
2.4969,7.1609
1.8025,6.5956
-0.142,5.0126
-0.1512,5.0051
2.2041,6.9226
-1.0684,4.2584
1.3452,6.2233
0.5928,5.6108
-2.0794,3.4354
0.6163,5.6299
2.8827,7.475
-0.2244,4.9455
-1.0977,4.2346
0.7123,5.7081
0.8752,5.8407
0.6402,5.6494
2.7675,7.3812
-1.0639,4.2621
-0.8256,4.4561
-1.2438,4.1156
2.3506,7.0418
-2.2736,3.2773
-2.318,3.2411
-1.1821,4.1659
1.9606,6.7243
2.8347,7.4359
2.2057,6.9239
-1.5378,3.8763
1.9616,6.7251
0.9763,5.923
2.3626,7.0516
2.4452,7.1188
1.6068,6.4363
2.7855,7.3959
-0.9723,4.3367
1.1318,6.0496
2.9059,7.4939
-2.8015,2.8475
-1.2247,4.1312
-2.5072,3.0871
-1.0199,4.2979
2.6131,7.2555
-2.7077,2.9239
1.9237,6.6943
3.0689,7.6266
0.1297,5.2338
1.8064,6.5988
1.311,6.1955
-2.8949,2.7715
0.4646,5.5064
2.9582,7.5365
-0.4098,4.7946
1.0371,5.9725
2.0744,6.817
1.4198,6.2841
-2.7714,2.872
0.4996,5.5349
0.2255,5.3118
-0.6843,4.5711
-2.432,3.1483
0.7208,5.715
1.7739,6.5723
1.806,6.5985
2.0966,6.8351
0.6193,5.6324
2.8685,7.4635
1.6588,6.4786
-2.0759,3.4382
-0.3191,4.8684
-1.8403,3.63
0.9567,5.9071
-0.6777,4.5765
0.2411,5.3245
-1.4118,3.9789
0.2269,5.3129
-2.2617,3.2869
-2.3503,3.2148
3.0102,7.5788
1.5519,6.3916
-2.1321,3.3925
2.5903,7.237
2.4842,7.1506
0.4935,5.53
2.2781,6.9828
-1.4973,3.9092
-1.5649,3.8542
3.0305,7.5953
-1.2815,4.0849
1.3852,6.2559
-2.0168,3.4863
0.0782,5.1919
-1.3779,4.0065
1.1311,6.049
-2.6089,3.0043
-1.9851,3.5121
0.3143,5.3841
1.7936,6.5884
0.9688,5.9169
-0.2848,4.8963
1.8838,6.6618
0.753,5.7412
1.9543,6.7192
1.3197,6.2026
1.1637,6.0756
-0.4234,4.7835
-1.3338,4.0424
-1.4636,3.9367
2.2131,6.9299
-1.2477,4.1124
1.588,6.421
-3.0274,2.6636
-0.1135,5.0358
-1.6726,3.7665
0.546,5.5727
-0.7039,4.5552
-2.3092,3.2483
2.5416,7.1973
-0.3215,4.8665
-2.9576,2.7204
0.7003,5.6983
0.0237,5.1475
-2.1287,3.3952
-0.0668,5.0738
-2.5951,3.0155
-0.1621,4.9962
1.7305,6.537
1.4788,6.3321
-0.1193,5.0311
0.308,5.3789
-0.3681,4.8285
1.5622,6.4
-1.1833,4.1649
-3.0495,2.6456
-0.3276,4.8615
-2.3183,3.2409
-0.3168,4.8703
0.8971,5.8585
-1.8959,3.5847
1.7905,6.5859
-0.6387,4.6082
-2.0284,3.4769
-2.9983,2.6873
1.9142,6.6866
2.8129,7.4182
-0.4506,4.7614
-2.4823,3.1074
-2.2305,3.3123
-2.4713,3.1163
-2.7854,2.8606
-1.7722,3.6855
-3.0207,2.669
-3.0265,2.6643
-1.6118,3.816
0.3061,5.3774
-1.7694,3.6877
2.7788,7.3904
1.1582,6.0711
1.5078,6.3557
-2.0312,3.4746
1.213,6.1157
-2.5379,3.0621
2.4581,7.1294
0.8786,5.8435
1.0395,5.9745
-1.149,4.1928
1.4163,6.2812
0.9397,5.8932
0.5579,5.5824
2.0755,6.8179
0.2027,5.2932
-0.0119,5.1185
0.5986,5.6155
-0.245,4.9288
1.3872,6.2575
1.1976,6.1032
0.683,5.6842
2.1795,6.9025
-2.1347,3.3903
-2.0433,3.4647
1.5744,6.4099
2.9011,7.49
-3.0378,2.6551
-2.9004,2.767
-0.3721,4.8253
-1.4834,3.9206
1.021,5.9594
1.784,6.5806
-0.7762,4.4963
0.1215,5.2271
3.038,7.6014
-2.9815,2.701
2.3782,7.0643
0.8938,5.8558
2.5093,7.171
1.9203,6.6915
-3.0884,2.6139
2.6609,7.2945
-1.8499,3.6222
-3.1392,2.5726
-2.7193,2.9144
-1.5055,3.9026
0.0858,5.1981
-1.6946,3.7486
1.0358,5.9715
-2.8784,2.7849
1.0428,5.9772
-1.7122,3.7343
2.4658,7.1356
1.4674,6.3228
2.8377,7.4384
0.0978,5.2078
-1.7228,3.7257
-2.0787,3.4359
1.981,6.7409
-1.3821,4.003
1.6002,6.4309
0.1049,5.2136
-1.8165,3.6494
-0.813,4.4663
-1.4605,3.9392
0.3157,5.3852
1.3027,6.1887
-2.6825,2.9444
0.7751,5.7592
-2.1522,3.3761
-1.9729,3.5221
-0.6232,4.6209
-0.4917,4.7279
1.4169,6.2817
-2.4105,3.1658
3.0904,7.6441
2.0733,6.8161
0.9159,5.8738
-3.1203,2.588
-1.0225,4.2958
-2.2886,3.265
1.3468,6.2246
1.3342,6.2144
-2.6527,2.9686
2.8739,7.4679
1.4487,6.3076
-2.6684,2.9559
3.0876,7.6418
-1.7219,3.7264
-1.9767,3.519
2.3765,7.0629
0.2658,5.3446
-1.114,4.2213
-0.3054,4.8796
2.7251,7.3467
-0.5612,4.6713
1.9769,6.7376
-0.4997,4.7214
-0.6361,4.6104
-1.9593,3.5331
0.2879,5.3626
1.8441,6.6295
1.5075,6.3555
1.8755,6.6551
1.7721,6.5709
-0.1599,4.998
1.1373,6.0541
0.2974,5.3703
2.8927,7.4832
2.1659,6.8915
-0.7736,4.4984
-1.6252,3.8051
0.7952,5.7756
2.9398,7.5215
2.9515,7.531
3.0186,7.5857
0.5832,5.603
0.6278,5.6393
0.2324,5.3174
2.4444,7.1182
2.368,7.056
0.2888,5.3633
-1.3306,4.045
-0.6571,4.5933
0.7344,5.7261
2.4058,7.0868
2.7853,7.3957
-3.0533,2.6425
-0.4377,4.7719
0.7191,5.7136
-1.9724,3.5225
-0.4013,4.8015
-0.6871,4.5688
-1.8278,3.6402
-2.1299,3.3942
1.0916,6.0169
-0.1762,4.9848
-2.3285,3.2326
1.4408,6.3012
2.9193,7.5048
-0.9714,4.3374
0.5226,5.5537
-2.3539,3.2119
0.3122,5.3824
1.795,6.5895
1.5953,6.4269
-1.6111,3.8166
2.006,6.7613
-1.2948,4.0741
-2.1448,3.3821
3.1132,7.6627
1.1641,6.0759
-1.1403,4.1999
-0.2375,4.9349
-1.8614,3.6128
-1.4089,3.9812
-2.4808,3.1086
1.8044,6.5972
-1.3305,4.045
1.1639,6.0757
-2.811,2.8398
-0.6816,4.5733
-0.8562,4.4312
-1.4499,3.9478
1.5902,6.4228
2.7261,7.3475
0.9916,5.9355
0.8169,5.7932
-1.3622,4.0192
0.0828,5.1956
1.4555,6.3131
2.5052,7.1677
2.8253,7.4283
-2.5039,3.0898
-2.7799,2.8651
-2.875,2.7877
2.1649,6.8907
2.8812,7.4738
-2.9768,2.7048
0.1992,5.2904
-1.5984,3.8269
-0.4694,4.7461
-1.1836,4.1646
-2.766,2.8764
-2.3678,3.2006
-1.8982,3.5829
2.9922,7.5642
-2.741,2.8967
-0.2423,4.9309
0.0117,5.1377
-0.7761,4.4964
0.2675,5.346
